"SID","day","real_order","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","pos_emotion","neg_emotion","authentic","SE","Happy","Lonely"
"10206",47,2,NA,5,1,2,2,1,NA,5,3,1,4,2,4,2,2
"10212",3,2,1,1,1,3,1,5,5,4,2,5,2,5,5,5,1
"10206",43,1,1,4,4,5,1,4,3,5,2,4,1,5,4,4,1
"10208",31,1,NA,5,1,4,1,1,NA,4,3,3,2,4,4,3,1
"10208",27,7,1,3,1,5,1,3,3,3,1,4,1,4,4,4,1
"10206",39,7,1,5,5,3,2,3,4,3,1,3,3,5,2,3,1
"10208",23,6,1,3,3,5,1,4,5,3,1,5,1,5,4,5,1
"10208",15,4,NA,5,3,5,1,1,NA,3,2,3,2,5,4,3,2
"10206",23,3,1,2,2,4,1,4,5,5,2,4,1,5,4,5,1
"10208",11,3,3,1,2,3,2,2,3,3,2,3,3,3,4,3,1
"10200",35,2,1,2,2,4,1,2,4,4,1,3,1,4,2,3,1
"10208",7,2,1,4,3,3,1,2,3,4,2,4,2,3,4,4,2
"10206",19,2,1,5,3,3,4,1,3,5,3,2,3,5,2,1,4
"10200",31,1,1,2,2,5,2,2,3,4,1,3,1,4,1,3,2
"10206",15,1,2,3,3,5,1,4,3,5,1,3,1,5,3,3,1
"10198",27,7,1,2,3,3,1,3,4,5,2,5,1,5,5,5,2
"10206",11,7,2,2,1,4,1,4,2,5,2,5,2,4,5,5,1
"10206",7,6,5,1,2,4,1,5,2,4,1,4,1,4,5,5,1
"10198",19,5,1,3,2,3,2,3,4,4,2,4,2,5,4,5,2
"10198",15,4,1,3,1,4,2,3,4,4,1,4,1,4,5,4,2
"10200",15,4,1,1,2,4,1,3,5,5,1,3,1,5,2,4,3
"10198",11,3,1,5,1,5,2,1,1,4,2,4,1,5,5,5,2
"10200",11,3,1,1,2,4,1,3,4,4,1,3,1,4,2,4,2
"10198",7,2,2,4,2,3,2,2,4,5,2,4,2,4,4,4,3
"10200",7,2,1,3,3,4,2,3,4,4,1,3,1,5,3,3,2
"10200",3,1,1,1,1,5,1,5,5,5,1,4,1,5,3,4,2
"10193",47,6,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"10193",43,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10193",39,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10193",35,3,NA,3,3,3,3,3,NA,3,3,3,3,3,3,3,3
"10193",31,2,NA,3,3,3,3,3,NA,3,3,3,3,3,3,3,3
"10193",23,7,NA,3,4,3,2,3,NA,2,3,3,2,3,3,2,2
"10193",19,6,2,3,2,3,2,3,2,2,2,3,3,3,2,3,2
"10193",15,5,NA,3,3,3,3,3,NA,3,3,3,3,3,3,3,3
"10193",11,4,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3
"10193",7,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3
"10193",3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,3
"10188",51,4,3,3,3,2,1,3,3,4,4,3,3,4,4,4,1
"10187",43,2,NA,4,3,5,2,3,NA,4,2,5,2,3,4,4,2
"10188",39,1,1,2,1,3,1,3,5,5,2,4,2,5,4,4,1
"10181",55,1,1,3,2,3,2,3,3,3,4,3,3,3,3,3,3
"10181",51,7,1,2,1,3,1,4,4,3,1,3,1,4,3,4,1
"10188",31,6,1,1,1,4,2,4,4,4,2,4,2,4,4,4,1
"10181",47,6,2,2,2,3,1,3,3,3,1,3,3,5,3,4,2
"10188",27,5,NA,3,1,4,2,4,NA,2,2,4,2,4,3,3,1
"10181",43,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"10181",39,4,2,2,3,5,2,3,3,3,2,3,3,3,1,3,1
"10184",55,4,1,3,2,3,1,4,5,5,3,4,2,4,4,4,1
"10188",23,4,NA,5,4,3,3,1,NA,3,3,3,3,4,3,3,3
"10188",19,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2
"10181",35,3,1,4,1,1,4,2,2,3,4,2,3,2,2,3,3
"10184",51,3,1,3,3,3,1,2,5,4,3,3,3,4,4,3,1
"10187",19,3,1,2,3,4,1,4,4,4,2,4,1,5,5,5,1
"10184",47,2,1,3,1,5,1,5,5,5,1,5,1,5,5,5,1
"10187",15,2,1,4,2,3,1,3,3,4,2,3,3,3,4,4,1
"10188",15,2,3,4,3,2,3,2,3,5,2,2,3,3,3,2,3
"10181",31,2,2,3,2,3,2,3,3,3,4,3,3,4,3,2,3
"10174",55,2,1,4,3,2,2,2,3,3,5,2,3,5,2,2,1
"10172",59,1,NA,4,2,3,2,2,NA,4,2,4,2,4,4,4,2
"10184",43,1,1,5,3,5,1,1,3,5,2,4,1,5,5,5,2
"10188",11,1,1,5,2,3,2,1,3,3,3,3,2,3,3,2,2
"10181",27,1,3,4,1,1,4,1,1,2,4,1,4,2,1,1,4
"10187",11,1,1,3,4,5,1,4,3,3,1,3,1,4,4,4,1
"10187",7,7,1,4,2,4,1,3,5,5,3,3,2,3,3,4,1
"10172",55,7,2,4,2,3,3,3,3,4,3,4,3,3,3,3,2
"10188",7,7,NA,5,4,3,4,1,NA,3,3,2,3,3,2,2,3
"10181",23,7,3,4,2,2,2,2,3,3,3,3,2,3,3,3,2
"10184",39,7,1,5,2,4,1,1,3,4,2,2,1,3,3,4,3
"10174",43,6,1,5,3,3,3,1,2,3,4,2,4,3,2,2,2
"10188",3,6,1,3,5,3,3,2,4,5,2,3,3,5,4,3,3
"10187",3,6,2,3,3,5,1,4,4,4,1,4,1,4,5,4,2
"10181",19,6,2,2,3,3,2,4,4,4,2,4,1,4,3,3,2
"10184",35,6,1,2,5,2,2,4,5,5,3,3,2,4,4,4,2
"10175",59,5,4,2,5,4,4,4,3,3,3,4,4,4,2,2,3
"10184",31,5,4,3,3,2,2,2,2,2,3,3,4,3,4,3,1
"10172",47,5,3,3,4,5,1,2,3,3,1,4,2,5,4,4,1
"10174",39,5,1,3,4,3,2,3,3,4,3,3,3,4,2,4,2
"10181",15,5,2,4,1,1,3,3,3,2,3,2,3,2,2,3,2
"10181",11,4,1,4,2,2,2,2,3,3,3,3,3,2,2,3,2
"10172",43,4,2,3,5,5,1,3,3,3,1,4,3,4,4,4,1
"10177",43,4,1,2,4,3,2,4,4,3,3,5,3,4,4,4,2
"10174",35,4,1,2,4,4,2,3,4,3,2,4,1,5,3,4,1
"10175",55,4,NA,3,2,2,3,2,NA,4,3,4,2,4,3,4,1
"10184",27,4,NA,5,1,3,1,1,NA,5,3,4,2,5,4,3,1
"10172",39,3,3,2,4,5,1,3,5,3,2,5,1,5,4,5,1
"10184",23,3,1,2,3,4,1,3,NA,4,3,4,1,4,3,4,1
"10181",7,3,1,4,1,1,3,3,2,3,4,1,5,3,1,3,4
"10173",55,3,NA,5,4,4,1,1,NA,3,1,4,1,5,4,4,1
"10175",47,2,NA,2,2,4,2,2,NA,4,3,4,2,3,4,4,3
"10177",35,2,2,4,5,3,3,3,2,3,3,3,3,2,4,2,3
"10174",27,2,1,2,3,3,2,3,4,3,2,3,2,4,3,4,1
"10184",19,2,1,3,1,4,1,4,4,4,2,4,1,4,4,5,1
"10172",35,2,NA,4,2,2,1,1,NA,5,1,4,2,5,4,3,1
"10161",59,1,2,3,2,2,2,4,4,3,2,3,3,4,3,4,2
"10177",31,1,2,1,4,4,2,5,4,4,2,4,2,4,4,5,1
"10175",43,1,2,3,4,4,4,3,1,2,3,2,3,2,2,2,4
"10174",23,1,1,2,3,2,4,3,4,2,3,2,4,3,2,2,2
"10155",59,1,2,2,4,3,3,4,4,2,3,3,3,4,3,3,2
"10172",31,1,NA,4,5,5,1,1,NA,3,2,3,2,5,3,3,1
"10184",15,1,NA,5,5,5,1,1,NA,2,3,5,2,3,5,4,1
"10177",27,7,4,3,2,2,3,2,2,3,3,3,4,4,4,3,3
"10155",55,7,2,4,4,4,1,3,4,3,1,3,3,3,3,4,3
"10172",27,7,1,5,5,5,1,1,4,4,3,4,3,4,4,4,1
"10184",11,7,NA,5,2,4,1,1,NA,4,1,3,2,4,4,4,1
"10175",39,7,NA,5,3,4,2,1,NA,4,3,3,3,5,4,3,4
"10173",39,6,1,1,3,5,1,4,3,4,1,5,1,5,5,5,1
"10175",35,6,NA,4,2,4,4,1,NA,4,4,2,4,3,3,2,4
"10155",51,6,1,3,2,4,1,4,4,4,1,4,2,4,4,4,2
"10184",7,6,1,1,1,5,1,5,4,4,1,5,1,5,5,5,1
"10172",23,6,1,3,5,4,1,3,4,3,2,4,3,4,4,3,1
"10155",47,5,3,3,3,4,3,4,4,3,2,3,3,4,4,3,3
"10175",31,5,2,2,1,2,1,4,2,3,2,4,2,3,4,4,2
"10174",11,5,1,2,2,3,1,4,4,2,1,3,1,4,3,3,1
"10177",19,5,3,3,4,3,2,3,4,4,2,3,2,3,3,4,2
"10172",19,5,3,5,4,3,1,1,2,2,1,3,3,4,3,3,1
"10184",3,5,NA,5,5,5,4,1,NA,3,4,2,3,4,3,2,4
"10177",15,4,2,2,2,3,1,5,4,3,3,4,2,4,4,4,2
"10175",27,4,1,4,5,4,3,3,2,3,1,3,2,3,2,4,4
"10155",43,4,1,4,3,3,2,3,3,3,3,4,3,3,3,4,3
"10174",7,4,NA,5,3,4,1,3,NA,3,1,2,1,5,3,3,1
"10173",31,4,2,3,3,4,1,3,4,4,1,4,2,4,4,4,1
"10177",11,3,1,4,3,2,2,5,4,4,4,4,2,4,4,5,2
"10173",27,3,1,1,3,3,1,5,3,4,2,5,1,3,4,5,1
"10164",51,3,3,3,3,2,2,2,3,2,3,2,2,1,2,2,4
"10174",3,3,1,1,1,3,1,5,4,4,2,4,1,4,4,4,1
"10155",39,3,NA,5,3,3,1,2,NA,3,3,3,3,3,4,4,3
"10161",35,2,NA,5,3,2,1,1,NA,4,4,2,1,5,3,3,4
"10155",35,2,3,1,4,5,1,5,4,3,2,5,1,5,4,5,1
"10172",7,2,2,4,5,5,1,2,3,3,1,3,3,4,4,5,1
"10177",7,2,3,3,4,1,5,1,NA,1,5,2,5,3,1,2,3
"10173",23,2,NA,4,3,5,1,1,NA,5,1,4,1,5,5,5,1
"10164",43,1,1,2,4,4,1,5,5,3,3,3,5,5,5,4,1
"10155",31,1,1,2,3,4,1,5,4,3,1,5,2,4,4,4,2
"10153",55,1,1,5,1,4,2,1,3,5,3,3,3,4,1,3,2
"10173",19,1,2,2,3,3,1,4,3,4,2,3,2,4,4,3,1
"10175",15,1,NA,5,3,3,3,1,NA,4,2,2,2,3,2,3,2
"10173",15,7,2,2,2,3,1,4,4,5,2,5,2,5,5,4,1
"10164",39,7,2,3,2,4,1,3,4,4,2,4,3,3,5,5,1
"10175",11,7,2,2,4,2,2,5,3,3,5,4,2,3,4,4,2
"10155",27,7,3,2,4,3,2,4,4,4,2,4,3,5,4,4,2
"10153",51,7,NA,5,3,2,4,1,NA,3,5,2,4,5,1,1,5
"10155",23,6,2,4,4,3,3,3,3,4,4,4,3,4,4,4,4
"10164",35,6,1,2,3,5,1,2,5,2,1,3,3,4,3,5,3
"10173",11,6,1,2,3,5,1,4,5,5,1,5,1,5,5,5,1
"10153",47,6,NA,5,3,2,5,1,NA,3,3,1,4,5,1,1,5
"10161",23,6,NA,5,3,3,1,1,NA,2,3,3,2,4,3,5,2
"10175",7,6,NA,4,5,2,4,1,NA,1,4,2,5,3,2,2,3
"10153",43,5,NA,5,5,4,3,1,NA,3,3,1,3,5,1,1,5
"10173",7,5,1,3,3,4,1,3,4,4,1,4,2,3,4,4,1
"10161",19,5,2,5,3,3,1,1,3,3,1,3,1,3,3,4,4
"10155",19,5,2,1,3,5,1,5,3,4,1,4,3,4,4,4,1
"10161",15,4,NA,5,2,3,2,1,NA,5,2,2,3,3,3,3,5
"10160",51,4,2,3,3,4,2,3,4,3,3,3,2,4,3,4,2
"10155",15,4,1,5,3,4,1,3,4,4,2,3,3,2,4,3,1
"10153",39,4,2,5,3,4,3,2,4,4,1,3,3,4,2,2,4
"10158",51,4,1,2,4,5,1,3,3,3,1,5,1,5,5,5,1
"10173",3,4,NA,5,3,4,1,1,NA,5,2,4,1,5,4,4,1
"10153",35,3,2,2,3,4,2,3,3,4,1,3,3,2,3,4,2
"10161",11,3,NA,5,2,2,4,1,NA,3,4,2,5,5,1,1,5
"10164",23,3,1,2,4,3,3,2,3,3,3,3,2,3,3,2,2
"10155",11,3,1,5,3,3,1,1,4,3,2,4,2,3,4,3,3
"10157",51,2,NA,4,1,2,1,2,NA,5,3,4,2,5,5,4,2
"10153",31,2,1,5,2,4,3,2,2,3,3,3,3,2,3,3,4
"10155",7,2,1,3,3,5,1,3,3,3,2,5,2,3,5,5,1
"10164",19,2,NA,4,4,3,3,1,NA,4,4,3,2,3,2,3,2
"10153",27,1,1,3,3,4,1,2,3,4,3,3,1,2,2,3,4
"10164",15,1,1,5,3,3,1,1,3,3,2,3,1,5,2,3,1
"10161",3,1,1,4,4,4,2,4,2,3,2,4,1,5,3,4,2
"10159",23,7,2,4,4,3,2,1,3,2,3,2,2,3,3,3,4
"10164",11,7,3,3,1,2,4,3,2,4,2,2,4,5,2,2,4
"10153",23,7,NA,5,4,4,2,1,NA,3,1,3,3,5,2,2,5
"10159",19,6,1,4,5,4,2,2,4,3,2,4,2,5,4,4,2
"10164",7,6,1,5,2,1,1,1,3,5,5,2,3,4,2,2,2
"10153",19,6,1,3,1,3,4,1,3,3,2,2,5,3,1,3,5
"10164",3,5,1,1,2,5,1,5,4,5,1,5,1,5,5,5,1
"10157",35,5,NA,4,3,2,1,3,NA,5,2,3,2,5,5,4,2
"10153",15,5,1,5,1,1,2,1,2,2,3,2,5,4,5,3,4
"10159",15,5,3,3,4,4,2,3,3,2,2,2,2,3,3,2,2
"10160",27,4,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3
"10154",43,4,1,4,5,5,1,3,3,3,1,3,1,3,3,4,3
"10158",27,4,1,3,3,2,3,3,3,2,3,3,3,3,2,3,3
"10153",11,4,1,3,2,4,3,4,4,4,3,4,2,3,3,3,4
"10159",11,4,2,2,4,4,2,3,2,4,2,4,2,3,4,3,2
"10157",31,4,NA,5,3,5,1,1,NA,5,1,3,1,5,5,5,1
"10157",27,3,1,1,1,3,1,5,5,5,1,5,1,5,5,5,1
"10159",7,3,3,3,4,4,3,4,3,3,2,3,2,4,4,3,2
"10153",7,3,NA,4,2,4,3,1,NA,4,4,3,4,5,2,2,5
"10160",19,2,2,2,3,3,4,4,3,3,2,3,3,2,3,4,3
"10158",19,2,1,3,5,1,2,3,3,3,5,3,3,3,2,3,4
"10153",3,2,1,3,2,1,4,2,3,4,5,4,5,3,1,1,4
"10157",23,2,1,5,1,4,1,1,3,5,3,4,2,5,5,5,1
"10159",3,2,2,3,5,3,2,1,2,2,2,4,1,2,3,3,3
"10160",15,1,2,5,4,3,2,4,4,3,3,3,2,3,3,3,2
"10157",19,1,3,2,1,3,2,2,3,5,4,2,4,5,5,2,2
"10154",27,7,1,2,1,3,1,4,5,4,1,3,1,4,4,4,1
"10157",15,7,3,1,3,2,2,4,5,5,3,4,3,5,5,4,1
"10160",11,7,3,3,5,3,2,4,3,2,3,4,2,3,4,4,2
"10158",11,7,1,2,4,4,1,4,4,5,2,4,1,4,5,4,2
"10154",23,6,NA,5,5,4,1,1,NA,2,3,2,2,3,3,3,3
"10160",7,6,1,5,3,2,2,1,2,3,3,3,3,3,3,2,3
"10158",7,6,2,1,4,3,2,3,4,4,3,4,2,3,3,4,2
"10157",11,6,NA,5,1,3,1,1,NA,4,1,3,1,5,5,3,1
"10154",19,5,1,1,1,5,1,4,4,4,2,4,2,5,4,4,2
"10160",3,5,3,1,2,4,1,5,4,4,2,4,2,3,4,4,1
"10157",7,5,1,5,1,3,1,1,5,5,3,3,2,5,4,3,1
"10158",3,5,1,2,3,4,1,3,3,4,2,4,2,5,4,4,1
"10154",15,4,NA,5,5,5,1,1,NA,3,1,2,1,3,3,3,1
"10150",55,4,1,3,1,1,2,3,5,4,2,4,2,4,4,4,2
"10150",51,3,1,5,4,2,2,2,5,2,2,4,2,4,4,4,2
"10154",11,3,1,5,2,3,1,1,3,3,2,2,2,3,3,2,3
"10150",47,2,1,2,1,2,1,3,4,3,2,4,2,4,4,4,1
"10151",59,1,NA,4,3,3,1,2,NA,3,2,3,2,3,3,3,2
"10149",55,1,1,3,2,3,1,4,4,4,2,3,2,5,3,4,1
"10150",43,1,NA,4,3,3,2,3,NA,2,3,4,2,5,3,4,3
"10149",47,6,1,3,2,4,1,3,4,4,2,4,2,4,3,4,2
"10151",51,6,NA,5,4,4,1,1,NA,1,2,3,2,3,3,3,3
"10149",43,5,2,5,4,3,2,1,5,1,3,3,3,3,3,3,4
"10150",27,4,1,5,5,5,1,4,5,3,3,4,2,4,4,5,2
"10150",23,3,1,3,3,4,2,2,5,3,2,4,2,4,4,4,3
"10149",35,3,1,5,1,5,1,1,3,4,1,3,3,5,3,3,1
"10150",19,2,1,4,1,4,2,2,5,3,2,4,2,4,3,3,3
"10130",59,2,1,1,2,4,1,4,4,3,2,4,1,3,4,4,1
"10143",59,2,NA,5,2,4,3,2,NA,4,4,3,3,3,2,3,3
"10151",31,1,1,3,3,4,1,3,3,3,1,4,1,4,3,4,1
"10130",55,1,2,2,2,3,1,4,4,3,1,5,1,3,3,4,1
"10150",15,1,NA,5,3,5,2,1,NA,5,3,NA,2,5,5,5,2
"10149",27,1,2,2,1,2,1,4,3,5,1,4,2,4,4,4,1
"10151",27,7,1,3,4,4,1,3,3,3,1,4,1,3,3,3,1
"10150",11,7,NA,5,5,5,3,1,NA,3,1,4,3,5,4,5,3
"10143",47,6,NA,5,4,4,2,2,NA,3,2,4,2,4,3,4,4
"10130",47,6,NA,5,1,3,1,1,NA,4,2,4,1,3,3,3,1
"10128",59,6,2,2,2,5,1,3,3,3,1,4,1,3,4,4,1
"10149",19,6,2,2,3,4,1,4,2,3,2,4,2,4,3,4,1
"10151",23,6,1,3,1,5,1,3,3,3,1,4,1,3,3,4,1
"10150",7,6,1,3,3,3,3,3,NA,5,4,4,2,3,3,4,1
"10143",43,5,2,5,2,2,2,2,2,2,3,2,3,4,1,2,4
"10150",3,5,2,3,5,5,2,5,4,2,1,4,1,5,4,4,2
"10151",19,5,1,3,4,5,1,3,3,3,1,4,1,3,3,3,1
"10128",55,5,1,2,3,5,1,3,3,3,1,4,1,3,3,4,1
"10130",43,5,1,2,1,3,1,2,3,3,5,1,2,3,3,4,1
"10130",39,4,1,2,1,5,1,4,4,3,2,4,1,3,3,5,1
"10107",55,4,1,1,1,2,1,4,2,4,2,4,1,5,4,4,1
"10127",55,4,1,2,5,4,1,3,5,3,1,3,1,5,4,5,1
"10151",15,4,NA,5,3,4,1,1,NA,3,1,4,2,3,3,4,2
"10143",39,4,1,3,2,4,3,4,4,4,2,4,4,4,4,4,2
"10149",7,3,1,2,2,3,1,4,4,3,2,3,2,4,3,3,1
"10143",35,3,1,2,2,4,2,4,5,3,2,4,1,5,4,4,3
"10107",51,3,1,4,5,2,1,3,1,3,4,3,3,4,5,3,2
"10145",39,3,1,2,2,4,1,5,4,5,2,4,2,5,3,4,1
"10151",11,3,1,3,2,4,1,3,4,3,1,3,1,4,3,4,1
"10130",35,3,1,2,3,5,1,3,3,3,1,4,1,3,3,4,1
"10130",31,2,1,3,1,4,1,3,3,3,2,4,1,3,3,4,1
"10127",47,2,1,5,3,4,2,1,4,3,1,3,2,3,3,3,1
"10107",47,2,1,4,2,3,1,2,3,5,3,4,2,5,4,4,1
"10151",7,2,1,2,1,4,1,4,3,4,1,4,1,4,5,4,1
"10149",3,2,1,2,1,4,1,4,5,4,5,4,2,3,3,2,1
"10143",31,2,NA,5,2,4,2,2,NA,3,2,3,3,3,2,3,2
"10145",35,2,1,3,1,1,2,3,3,5,3,3,1,5,3,3,2
"10143",27,1,1,3,2,5,2,3,4,3,2,4,2,4,3,4,2
"10137",55,1,2,3,2,3,2,3,3,3,2,3,2,3,3,3,2
"10109",55,1,2,1,1,2,2,4,3,5,4,3,4,5,3,2,1
"10130",27,1,NA,5,4,5,1,1,NA,3,1,4,1,3,3,4,1
"10128",39,1,1,1,2,4,1,4,3,3,2,3,2,4,4,4,1
"10107",43,1,1,5,3,4,1,3,2,3,1,3,2,5,4,4,2
"10116",31,1,2,3,1,2,1,3,4,4,5,3,4,4,3,3,1
"10139",31,1,1,2,3,3,1,3,3,3,3,4,1,4,4,4,1
"10144",39,1,2,3,2,3,1,4,3,5,2,3,2,5,5,4,1
"10127",43,1,2,4,3,1,3,1,1,3,3,3,3,4,2,2,3
"10136",59,1,2,4,3,3,3,1,4,4,3,2,3,4,2,3,3
"10141",51,7,NA,5,3,5,1,1,NA,5,1,4,1,5,4,4,2
"10127",39,7,1,4,3,3,1,3,3,5,2,1,1,3,4,3,3
"10145",27,7,1,2,2,4,1,3,5,5,1,3,1,5,3,4,1
"10128",35,7,2,2,2,5,1,3,3,3,1,4,1,4,4,5,1
"10130",23,7,NA,5,2,4,2,2,NA,4,2,2,1,5,3,2,1
"10116",27,7,1,3,2,3,1,3,4,5,4,4,2,5,3,4,1
"10114",35,7,1,1,3,5,1,5,5,5,1,5,1,5,1,5,1
"10107",39,7,1,4,2,4,2,3,3,3,4,2,NA,5,4,4,1
"10144",35,7,2,3,2,4,1,3,3,4,2,3,1,4,3,3,1
"10109",51,7,NA,5,2,4,1,2,NA,5,1,3,2,5,4,3,1
"10136",55,7,2,2,2,3,2,3,4,4,2,4,2,4,3,4,2
"10116",23,6,1,2,1,5,1,4,5,5,1,5,1,5,5,5,1
"10109",47,6,1,2,2,5,1,5,5,5,1,5,1,5,4,5,1
"10128",31,6,2,1,1,5,1,4,3,3,1,5,1,4,4,4,1
"10127",35,6,1,1,4,4,1,5,3,3,1,3,1,4,4,4,1
"10107",35,6,1,3,4,4,2,4,4,3,2,4,2,4,4,3,2
"10144",31,6,1,2,2,2,1,4,4,5,4,4,2,4,4,4,1
"10136",51,6,NA,4,3,3,2,2,NA,4,2,3,2,4,2,3,3
"10145",19,5,1,2,3,5,1,3,5,5,1,3,1,5,4,5,1
"10147",19,5,1,3,5,5,2,2,4,4,1,4,1,3,1,5,1
"10143",15,5,NA,5,5,5,2,2,NA,3,1,2,2,3,3,3,2
"10124",55,5,1,2,1,5,1,5,5,5,1,5,1,5,5,5,1
"10122",43,5,1,4,4,4,2,2,1,3,3,3,3,3,3,2,2
"10134",55,5,2,4,2,2,2,3,4,3,2,3,3,2,3,3,2
"10128",27,5,2,2,2,4,1,4,3,3,1,4,1,4,3,4,1
"10130",15,5,NA,5,5,5,1,2,NA,1,1,4,1,5,3,5,1
"10107",31,5,2,1,2,3,2,4,3,3,1,4,3,3,2,3,2
"10109",43,5,1,2,3,5,1,4,4,4,1,4,1,5,4,4,1
"10136",47,5,NA,5,3,3,4,1,NA,4,2,2,4,4,2,2,4
"10127",31,5,NA,3,4,5,2,3,NA,1,1,3,1,4,4,3,1
"10128",23,4,2,1,2,4,1,3,4,4,2,4,2,4,3,4,1
"10124",51,4,1,1,1,5,1,5,5,5,1,5,1,5,5,5,1
"10122",39,4,NA,5,4,4,3,2,NA,3,3,3,3,3,3,3,2
"10130",11,4,1,1,1,5,1,3,3,5,1,3,2,2,3,3,1
"10127",27,4,1,5,4,4,1,1,1,2,3,3,2,3,3,3,1
"10113",55,4,1,4,2,3,2,3,4,4,2,3,3,4,3,3,2
"10108",55,4,1,5,3,3,3,1,2,3,4,3,4,3,2,3,4
"10116",15,4,1,3,3,5,1,4,4,4,1,4,1,4,4,4,1
"10143",11,4,2,3,2,4,2,2,5,2,2,2,2,4,2,3,2
"10141",39,4,1,3,2,3,1,3,4,5,1,3,3,5,3,3,1
"101",55,4,2,4,3,3,3,2,2,3,3,3,3,3,3,3,3
"10107",27,4,1,2,3,2,2,4,4,3,4,3,3,4,3,4,3
"10109",39,4,1,5,3,4,2,3,3,5,2,3,3,5,3,4,1
"10144",23,4,2,3,1,3,1,3,4,5,2,3,3,4,5,3,1
"10114",23,4,NA,5,2,2,3,1,NA,5,5,2,4,5,3,2,4
"10137",39,4,NA,4,4,4,2,1,NA,3,2,3,2,4,3,3,2
"10139",15,4,1,1,1,5,1,5,4,4,1,5,1,5,5,5,1
"10118",55,4,NA,4,3,4,2,2,NA,4,2,2,2,4,3,3,3
"10129",55,4,3,2,1,2,2,4,3,4,5,2,5,3,3,2,1
"10136",43,4,NA,5,3,3,2,2,NA,4,2,2,3,4,3,2,3
"10147",11,3,2,4,4,4,4,4,2,4,4,3,4,3,3,3,4
"10143",7,3,1,5,1,4,1,3,4,3,2,4,2,4,4,4,1
"10128",19,3,1,3,2,3,1,2,3,3,2,4,2,3,3,3,1
"10108",51,3,NA,4,3,3,1,3,NA,3,1,3,1,3,5,3,1
"10129",51,3,2,5,3,3,3,1,3,4,4,2,4,3,2,2,4
"10141",35,3,1,2,2,4,1,3,4,5,1,2,2,5,3,3,1
"10127",23,3,3,1,1,2,1,2,2,3,4,1,4,3,2,2,4
"10124",47,3,1,3,3,2,1,2,4,2,3,5,3,4,5,5,1
"10109",35,3,1,1,3,4,1,4,4,5,2,4,1,5,4,4,1
"10134",47,3,NA,5,1,3,3,1,NA,3,4,3,3,4,3,2,5
"10107",23,3,1,2,2,3,1,3,2,4,3,4,3,4,3,4,1
"10145",11,3,1,3,2,4,2,3,3,5,2,3,2,5,3,3,2
"10118",51,3,NA,4,2,3,2,2,NA,4,3,2,2,4,3,2,3
"10122",35,3,NA,5,4,3,2,1,NA,3,3,3,3,3,3,3,1
"10144",19,3,2,3,1,5,1,3,3,5,1,3,1,5,4,3,1
"10137",35,3,NA,5,3,3,2,1,NA,4,3,3,3,4,2,3,2
"10130",7,3,2,3,3,3,2,4,4,3,1,3,2,4,3,4,1
"10116",11,3,2,4,2,3,1,3,4,5,3,3,3,4,3,2,2
"101",51,3,2,3,3,3,3,2,2,3,3,3,2,3,3,3,3
"10114",19,3,1,3,3,5,2,5,5,5,2,4,2,5,5,4,2
"10139",11,3,1,2,1,3,1,3,5,4,3,4,1,4,4,4,1
"10112",51,3,1,3,3,4,3,2,5,5,1,3,1,4,3,4,3
"10129",47,2,NA,2,5,5,3,4,NA,2,3,4,2,5,2,4,3
"10144",15,2,3,2,1,4,1,5,2,5,2,5,1,5,5,5,1
"10128",15,2,1,5,2,3,1,1,3,3,3,2,3,3,3,2,1
"10107",19,2,NA,3,3,4,1,4,NA,3,3,4,2,4,4,3,2
"10116",7,2,2,2,3,4,1,4,4,5,2,5,2,4,4,4,1
"10145",7,2,1,2,2,2,1,5,3,5,3,3,2,5,5,2,2
"10118",47,2,1,2,3,3,2,3,3,4,2,3,2,4,3,3,2
"10141",31,2,1,2,1,5,1,5,5,5,1,4,1,5,4,3,1
"10143",3,2,1,5,2,2,2,2,4,3,3,3,3,2,3,2,3
"10109",31,2,1,5,4,4,1,2,4,5,1,3,2,5,4,3,1
"10127",19,2,1,5,1,4,1,1,1,5,3,3,3,3,5,3,1
"101",47,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3
"10147",7,2,NA,5,3,3,3,1,NA,5,3,2,3,3,3,2,5
"10124",43,2,1,5,1,2,1,1,5,1,1,3,3,5,3,3,1
"10130",3,2,1,4,4,3,2,2,2,3,2,2,2,3,3,3,1
"10139",7,2,1,1,2,4,1,3,3,4,3,4,4,3,4,3,1
"10108",47,2,1,5,2,2,5,1,2,3,4,2,4,3,2,2,4
"10136",35,2,NA,5,3,3,2,1,NA,4,2,3,2,5,2,2,2
"10113",47,2,NA,4,2,4,2,3,NA,4,4,4,2,4,3,4,2
