"","esm.IDnum.w1","esm.PRO01.w1","esm.PRO02.w1","esm.PRO03.w1","esm.startDateTime.w1","esm.PRO04.w1","esm.PRO05.w1","esm.PRO06.w1","esm.PRO07.w1","esm.endDateTime.w1","esm.OR.w1","esm.NQ11.w1","esm.NQ12.w1","esm.EXT.w1","esm.AGR.w1","esm.CON.w1","esm.NEU.w1","esm.NQ11+1.w1","esm.NQ12+1.w1","esm.EXT+1.w1","esm.AGR+1.w1","esm.CON+1.w1","esm.NEU+1.w1","esm.NQ01.w1","esm.BFI37.w1","esm.BFI21.w1","esm.BFI23.w1","esm.BFI09.w1","esm.NQ09.w1","esm.NQ07.w1","esm.BFI04.w1","esm.NQ33.w1","esm.BFI36.w1","esm.BFI32.w1","esm.BFI13.w1","esm.BFI19.w1","esm.BH01.w1","esm.BH02.w1","esm.ACT12.w1","esm.BH03.w1","esm.BH04.w1","esm.BH05.w1","esm.BH06.w1","esm.BH07.w1","esm.ACT13.w1","esm.ACT18.w1","esm.BH08.w1","esm.ACT06.w1","esm.ACT39.w1","esm.ST01.w1","esm.ST02.w1","esm.ST03.w1","esm.ST04.w1","esm.AGQ13.w1","esm.ST06.w1","esm.ST07.w1","esm.ST08.w1","esm.ST09.w1","esm.ST10.w1","esm.ST11.w1","esm.ST12.w1","esm.ST13.w1","esm.ST14.w1","esm.ST15.w1","esm.ST16.w1","esm.ST17.w1","esm.ST18.w1","esm.ST19.w1","esm.ST20.w1","esm.ST21.w1","esm.ST22.w1","esm.ST23.w1","esm.ST24.w1","esm.DY01.w1","esm.DY02.w1","esm.DY03.w1","esm.DY04.w1","esm.DY05.w1","esm.CESD01.w1","esm.CESD02.w1","esm.CESD03.w1","esm.CESD04.w1","esm.CESD05.w1","esm.CESD06.w1","esm.CESD07.w1","esm.CESD08.w1","esm.CESD09.w1","esm.CESD10.w1"
"44",10539,51,1,1,"12/6/13 13:14",2,5,5,0,"12/6/13 13:16","Watching Netflix with my roommate and her friend in the room.",3,2,2,4,2,2,NA,NA,NA,NA,NA,NA,3,1,4,5,4,3,3,1,3,1,3,3,1,1,0,0,0,0,0,0,0,1,0,1,1,1,5,5,0,1,3,2,2,4,5,0,0,3,1,NA,NA,3,4,3,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",10545,7,1,1,"12/6/13 12:35",2,5,5,0,"12/6/13 12:37","Eating lunch and hanging out with Alex",3,2,4,4,3,2,NA,NA,NA,NA,NA,NA,3,1,2,3,3,3,3,1,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0,2,1,1,3,3,0,1,3,3,3,2,4,0,0,2,1,NA,NA,3,4,3,2,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",10544,17,1,1,"12/6/13 12:22",12,45,5,0,"12/6/13 12:23","Talking with someone about the administration at WashU",3,3,4,3,4,4,NA,NA,NA,NA,NA,NA,4,2,2,2,2,3,3,2,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,2,4,0,1,3,3,2,2,2,0,0,2,1,NA,NA,3,3,3,2,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",10533,13,1,1,"12/6/13 12:20",5,17,5,0,"12/6/13 12:22","Class",4,1,4,5,4,2,NA,NA,NA,NA,NA,NA,4,1,3,3,4,4,4,1,1,4,4,4,1,0,1,1,0,0,0,0,0,0,1,3,3,1,5,3,0,1,4,3,4,3,3,0,0,5,1,NA,NA,4,4,3,3,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",10536,25,1,1,"12/6/13 12:13",5,17,5,0,"12/6/13 12:15","Eating and talking with some classmates",4,1,5,4,4,2,NA,NA,NA,NA,NA,NA,4,1,2,2,4,5,3,1,1,5,3,4,1,0,0,0,0,0,0,1,0,0,0,2,2,1,4,5,0,1,1,4,4,2,3,1,0,4,1,NA,NA,3,4,5,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",10532,13,1,1,"12/6/13 12:04",15,57,5,0,"12/6/13 12:35","Working on homework with a friend",4,1,4,5,5,2,NA,NA,NA,NA,NA,NA,5,1,2,2,4,4,4,1,1,4,4,5,1,0,1,0,0,0,0,0,0,0,0,4,3,1,4,4,0,1,4,4,3,3,3,0,0,2,1,NA,NA,5,5,3,2,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",10542,19,1,1,"12/5/13 14:45",14,53,4,0,"12/5/13 14:48","My time was evenly split between attending class from 11 to 1130, and working on a group project from 1130 to 12.",3,2,3,5,5,3,NA,NA,NA,NA,NA,NA,4,1,3,1,3,4,3,1,1,3,4,4,3,0,1,0,0,0,0,0,0,0,1,4,1,3,2,3,0,1,4,4,2,3,2,0,0,3,1,NA,NA,3,4,3,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",10535,41,1,1,"12/5/13 14:07",13,49,4,0,"12/5/13 14:11","Finished class, went to get my iEAR reset and went to lunch at the DUC where a bunch of my friends were.",2,3,2,3,3,4,NA,NA,NA,NA,NA,NA,2,2,4,3,2,2,3,3,3,2,2,2,3,0,1,0,0,0,0,0,0,0,1,3,1,2,3,3,0,1,4,4,2,4,3,0,0,4,1,NA,NA,3,4,5,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",10543,20,1,1,"12/5/13 13:38",11,41,4,0,"12/5/13 13:39","Bio lab",3,2,3,4,4,3,NA,NA,NA,NA,NA,NA,3,2,3,2,3,4,4,1,1,3,4,4,2,0,0,0,0,0,0,0,0,0,1,3,1,2,4,2,0,1,4,4,2,4,2,0,0,2,1,NA,NA,2,3,3,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",10544,17,1,1,"12/5/13 13:03",11,41,4,0,"12/5/13 13:07","Eating lunch with a friend and talking about how students should respect teachers",4,2,4,4,4,2,NA,NA,NA,NA,NA,NA,4,2,2,2,4,3,3,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,3,4,2,4,4,0,1,4,4,4,3,4,0,0,2,1,NA,NA,4,4,3,2,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",10530,55,1,1,"12/5/13 13:02",14,53,4,0,"12/5/13 13:05","Reading and on the computer.",3,2,1,NA,3,2,NA,NA,NA,NA,NA,NA,4,NA,5,4,4,4,3,2,2,1,NA,3,1,1,0,1,1,0,0,0,0,1,0,2,NA,2,4,4,0,0,1,2,2,5,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",10536,25,1,1,"12/5/13 12:19",4,13,4,0,"12/5/13 12:21","Studying for a test at 1:00pm today",1,3,1,4,3,4,NA,NA,NA,NA,NA,NA,2,2,5,2,2,2,1,1,1,1,4,2,4,0,1,1,1,0,0,0,0,0,0,3,NA,4,4,1,0,1,4,1,1,5,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",10498,27,1,1,"12/5/13 12:06",14,53,4,0,"12/5/13 12:07","taking a shower, personal hygiene maitenance",3,2,1,NA,3,3,NA,NA,NA,NA,NA,NA,3,NA,5,3,3,4,3,1,2,1,NA,3,2,1,0,0,0,0,0,0,0,0,0,2,NA,1,4,3,0,0,3,2,2,4,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",10512,23,1,1,"12/5/13 12:05",15,57,4,0,"12/5/13 12:06","Class",3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,3,2,2,1,4,4,4,1,1,2,3,3,3,0,0,0,0,0,0,0,0,0,1,2,1,1,5,4,0,1,3,2,2,4,3,0,0,2,1,NA,NA,4,4,2,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",10526,36,1,1,"12/5/13 12:03",3,9,4,0,"12/5/13 12:06","Homework then class",3,3,2,4,3,4,NA,NA,NA,NA,NA,NA,3,1,4,2,2,4,3,1,2,2,3,2,4,0,1,0,0,0,0,0,0,0,1,4,2,4,3,2,0,1,4,4,3,3,2,0,0,5,1,NA,NA,4,4,3,2,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",10541,20,1,1,"12/5/13 12:02",4,13,4,0,"12/5/13 12:04","Math class",4,1,3,5,4,3,NA,NA,NA,NA,NA,NA,3,1,3,2,4,3,4,1,2,3,5,4,4,0,1,0,0,0,0,0,0,0,1,3,2,3,5,4,0,1,4,4,5,2,2,0,0,5,1,NA,NA,5,5,4,3,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",10515,46,1,1,"12/5/13 12:02",13,49,4,0,"12/5/13 12:03","Working in Lab",3,4,2,NA,5,4,NA,NA,NA,NA,NA,NA,5,NA,4,2,2,3,3,2,1,1,NA,5,4,0,1,0,1,0,0,0,0,0,0,1,NA,3,5,5,0,0,4,3,1,3,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",10523,26,1,1,"12/4/13 14:55",13,49,3,0,"12/4/13 14:56","Math class",3,2,3,3,4,3,NA,NA,NA,NA,NA,NA,5,3,5,2,3,4,5,1,1,4,3,4,3,0,0,0,0,0,0,0,0,0,1,3,NA,2,5,1,0,1,3,5,2,3,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",10512,23,1,1,"12/4/13 13:31",14,53,3,0,"12/4/13 13:33","Homework",4,2,4,5,5,3,NA,NA,NA,NA,NA,NA,4,1,2,1,2,4,4,1,1,3,4,4,2,0,1,0,0,0,0,0,0,0,0,3,1,1,5,4,0,1,5,3,2,3,3,0,0,4,1,NA,NA,3,4,2,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",10536,25,1,1,"12/4/13 13:20",3,9,3,0,"12/4/13 13:23","In class",4,1,5,4,5,1,NA,NA,NA,NA,NA,NA,4,1,1,1,5,5,4,1,1,5,3,4,1,0,1,0,0,0,0,0,0,0,1,1,3,1,5,4,0,1,4,4,3,2,3,0,0,5,1,NA,NA,4,4,5,1,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",10530,55,1,1,"12/4/13 13:07",13,49,3,0,"12/4/13 13:10","In class and studying.",3,2,2,4,5,2,NA,NA,NA,NA,NA,NA,5,1,5,2,4,4,4,1,1,2,3,5,2,0,1,1,0,0,0,0,0,0,1,3,NA,2,3,4,0,1,5,5,3,4,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",10543,20,1,1,"12/4/13 13:06",10,37,3,0,"12/4/13 13:08","Eatin lunch and studying for chinese",3,2,3,4,3,2,NA,NA,NA,NA,NA,NA,4,2,3,3,4,4,4,1,1,3,3,3,2,0,1,0,0,0,0,0,0,0,0,3,2,2,3,4,0,1,4,4,3,4,3,0,0,4,1,NA,NA,3,4,3,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",10498,27,1,1,"12/4/13 13:01",13,49,3,0,"12/4/13 13:02","In gen chem lecture",3,2,2,4,4,3,NA,NA,NA,NA,NA,NA,3,1,5,2,3,4,2,1,1,2,3,4,2,0,0,0,0,0,0,0,0,0,1,3,NA,2,5,2,0,1,3,3,2,5,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",10538,12,1,1,"12/4/13 12:59",3,9,3,0,"12/4/13 13:02","history class",3,2,3,5,4,3,NA,NA,NA,NA,NA,NA,4,1,4,1,3,3,3,1,1,4,4,2,3,0,0,0,0,0,0,0,0,0,1,3,NA,2,5,1,0,1,4,3,3,4,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",10485,37,1,1,"12/4/13 12:56",15,57,3,0,"12/4/13 14:47","In class /",5,1,3,NA,4,3,NA,NA,NA,NA,NA,NA,4,NA,4,3,3,4,5,1,1,3,NA,4,2,0,0,0,0,0,0,0,0,0,1,4,NA,3,5,5,0,NA,5,4,4,2,2,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",10398,12,1,1,"12/4/13 12:52",14,53,3,0,"12/4/13 12:55","In class",3,3,4,5,4,4,NA,NA,NA,NA,NA,NA,3,1,2,2,2,3,3,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,3,2,3,5,3,0,1,4,3,3,3,3,0,0,4,1,NA,NA,3,4,3,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",10509,44,1,1,"12/4/13 12:49",10,37,3,0,"12/4/13 12:51","Studying",3,3,2,NA,3,4,NA,NA,NA,NA,NA,NA,5,NA,5,3,2,3,3,2,1,2,NA,3,4,0,1,0,0,0,0,0,0,0,0,3,NA,4,3,1,0,0,3,3,1,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",10515,46,1,1,"12/4/13 12:48",12,45,3,0,"12/4/13 12:51","Working in lab.",2,2,3,3,5,3,NA,NA,NA,NA,NA,NA,3,1,3,1,3,4,4,1,1,2,1,5,2,0,1,0,1,0,0,0,0,0,1,1,1,1,5,4,0,1,3,3,1,3,1,0,0,2,1,NA,NA,3,5,1,5,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",10541,20,1,1,"12/4/13 12:39",3,9,3,0,"12/4/13 12:41","Lunch with best friend.",5,1,4,5,4,1,NA,NA,NA,NA,NA,NA,5,1,2,2,5,5,5,1,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,2,5,1,5,5,0,1,3,4,5,1,5,0,0,2,1,NA,NA,5,5,3,4,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",10526,36,1,1,"12/4/13 12:27",2,5,3,0,"12/4/13 12:29","In class",3,3,3,4,3,2,NA,NA,NA,NA,NA,NA,4,1,4,3,4,4,3,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,1,2,1,2,5,2,0,1,3,4,3,4,2,0,0,4,1,NA,NA,5,5,3,2,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",10542,19,1,1,"12/4/13 12:13",13,49,3,0,"12/4/13 12:16","A bunch of random things.",3,2,2,3,3,3,NA,NA,NA,NA,NA,NA,1,1,4,2,3,3,3,2,3,2,1,2,2,1,0,1,1,0,0,0,0,0,0,2,1,1,4,3,0,1,2,2,2,4,5,0,0,2,1,NA,NA,4,4,3,4,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",10533,13,1,1,"12/4/13 12:07",3,9,3,0,"12/4/13 12:11","Spanish exam",4,1,2,5,4,2,NA,NA,NA,NA,NA,NA,4,1,5,1,4,4,4,1,1,3,4,3,2,0,1,1,0,0,0,0,1,0,1,4,3,2,3,3,0,1,5,4,4,3,3,1,0,5,1,NA,NA,4,4,3,3,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",10528,44,1,1,"12/4/13 12:04",14,53,3,0,"12/4/13 12:07","Lunch and phone call with dad",4,1,3,4,4,2,NA,NA,NA,NA,NA,NA,4,2,3,2,4,4,4,1,1,3,3,4,2,0,0,0,0,0,0,0,1,0,0,3,3,1,4,4,0,1,5,3,3,2,4,0,0,2,1,NA,NA,5,5,2,5,3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",10517,57,1,1,"12/4/13 12:03",15,57,3,0,"12/4/13 12:10","Walking to class. Taking to friends.",4,2,4,5,4,2,NA,NA,NA,NA,NA,NA,5,1,2,3,4,4,4,1,1,4,5,5,1,0,0,0,0,0,0,0,0,0,1,3,3,1,5,5,0,1,3,5,4,5,3,0,0,4,1,NA,NA,4,5,5,4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",10529,6,1,1,"12/3/13 14:42",11,41,2,0,"12/3/13 14:43","Ina statistics class",3,1,1,3,2,4,NA,NA,NA,NA,NA,NA,2,1,5,4,2,3,2,3,1,1,1,2,4,0,0,0,0,0,0,0,0,0,1,2,NA,2,5,1,0,1,2,3,3,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",10536,25,1,1,"12/3/13 14:37",2,5,2,0,"12/3/13 14:39","In class.",3,2,3,5,3,2,NA,NA,NA,NA,NA,NA,4,1,4,4,5,4,4,1,2,3,4,3,2,0,1,0,0,0,0,0,0,0,1,1,1,2,5,2,1,1,2,2,2,4,1,0,0,2,1,NA,NA,2,4,5,2,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",10530,55,1,1,"12/3/13 13:20",12,45,2,0,"12/3/13 13:22","Studying.",2,2,1,5,5,4,NA,NA,NA,NA,NA,NA,3,1,5,2,2,4,3,2,1,1,4,5,3,0,1,1,1,0,0,1,0,0,0,4,NA,4,4,2,0,1,5,3,1,5,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",10528,44,1,1,"12/3/13 13:10",13,49,2,0,"12/3/13 13:12","Voice lessons",3,2,4,4,5,3,NA,NA,NA,NA,NA,NA,3,1,1,1,4,4,3,2,2,3,3,4,3,0,0,0,0,0,0,0,0,0,1,3,2,3,4,4,0,1,4,3,3,3,3,0,0,2,1,NA,NA,3,3,1,5,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",10485,37,1,1,"12/3/13 13:04",14,53,2,0,"12/3/13 13:05","In class",4,2,2,4,4,2,NA,NA,NA,NA,NA,NA,4,2,5,3,4,5,4,1,1,2,4,4,1,0,0,0,0,0,0,0,0,0,1,3,NA,2,4,4,0,1,5,3,3,4,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",10522,9,1,1,"12/3/13 12:58",13,49,2,0,"12/3/13 13:03","2 diff classes",3,3,4,3,4,3,NA,NA,NA,NA,NA,NA,4,2,2,2,3,3,3,2,3,3,2,3,2,0,0,0,0,0,1,0,0,0,1,3,3,3,4,2,1,1,3,3,3,3,3,1,0,4,1,NA,NA,3,4,2,4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",10544,17,1,1,"12/3/13 12:41",9,33,2,0,"12/3/13 12:44","Sleeping, waking up late",2,2,2,NA,4,4,NA,NA,NA,NA,NA,NA,3,NA,4,2,2,2,2,2,2,2,NA,4,4,1,0,0,0,0,0,0,0,0,0,2,NA,4,2,2,1,0,4,2,2,4,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",10509,44,1,1,"12/3/13 12:40",9,33,2,0,"12/3/13 14:34","Class",4,3,3,4,4,3,NA,NA,NA,NA,NA,NA,5,1,4,3,3,4,3,2,1,4,3,4,2,0,0,0,0,0,0,0,0,0,1,3,1,3,5,2,0,1,4,5,3,3,2,0,0,3,1,NA,NA,5,4,4,3,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",10535,41,1,1,"12/3/13 12:13",11,41,2,0,"12/3/13 12:35","Finished up a class and went to the DUC to sit with friends during lunch time.",4,2,4,4,3,2,NA,NA,NA,NA,NA,NA,4,2,2,3,4,4,4,1,1,4,3,3,1,0,0,0,0,0,0,0,0,0,1,3,2,1,4,4,0,1,2,5,3,2,4,0,0,4,1,NA,NA,4,4,2,4,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",10541,20,1,1,"12/3/13 12:11",2,5,2,0,"12/3/13 12:13","Math seminar",3,2,3,4,3,4,NA,NA,NA,NA,NA,NA,4,1,4,3,3,4,4,1,2,3,3,3,4,0,1,0,0,0,0,0,0,0,1,3,1,2,5,3,0,1,3,4,3,4,2,0,0,5,1,NA,NA,5,5,5,4,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",10538,12,1,1,"12/3/13 12:09",2,5,2,0,"12/3/13 12:15","Sitting in my suite, reading for class",4,2,4,5,4,3,NA,NA,NA,NA,NA,NA,4,1,2,3,4,4,4,2,2,4,4,4,3,1,1,1,1,0,0,0,0,0,1,4,2,4,5,5,0,1,4,4,3,3,5,0,0,2,1,NA,NA,5,5,3,2,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",10517,57,1,1,"12/3/13 12:09",14,53,2,0,"12/3/13 12:11","Doing work in room.",4,3,1,NA,3,2,NA,NA,NA,NA,NA,NA,5,NA,5,5,4,4,3,1,3,1,NA,5,1,1,1,1,1,0,0,0,0,1,0,3,NA,2,5,3,0,0,3,4,1,5,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",10543,20,1,1,"12/3/13 12:08",9,33,2,0,"12/3/13 12:09","Working at the lab",4,2,2,4,4,3,NA,NA,NA,NA,NA,NA,3,2,4,2,3,4,4,1,1,2,3,4,2,0,1,1,0,0,0,0,0,0,0,3,1,2,4,3,0,1,4,4,2,4,3,0,0,2,1,NA,NA,3,3,2,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",10533,13,1,1,"12/3/13 12:01",2,5,2,0,"12/3/13 12:03","In class, library, studying",4,3,4,5,4,2,NA,NA,NA,NA,NA,NA,4,1,2,3,4,4,3,1,1,4,4,4,1,0,1,1,0,0,0,0,1,0,1,4,3,1,5,3,1,1,4,4,4,3,2,0,0,5,1,NA,NA,4,4,4,2,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",10530,55,1,1,"12/2/13 12:54",11,41,1,0,"12/2/13 12:56","In class, selling donuts.",3,3,3,4,5,4,NA,NA,NA,NA,NA,NA,5,1,4,1,2,4,3,1,1,3,3,5,3,0,1,0,0,0,0,0,0,0,1,4,3,3,3,3,0,1,4,4,3,4,2,0,0,4,1,NA,NA,2,3,3,3,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",10532,13,1,1,"12/2/13 12:45",11,41,1,0,"12/2/13 12:48","Doing random things around campus",3,2,3,NA,4,3,NA,NA,NA,NA,NA,NA,3,NA,3,2,3,2,3,1,1,3,NA,3,2,0,1,1,0,0,0,0,0,0,0,3,NA,1,5,3,1,0,3,3,2,3,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",10535,41,1,1,"12/2/13 12:18",10,37,1,0,"12/2/13 12:48","Showered then went to campus and had lunch with a bunch of friends at the DUC",2,2,3,4,2,4,NA,NA,NA,NA,NA,NA,3,2,3,4,2,3,3,2,2,2,3,2,4,0,0,0,0,0,0,0,0,0,0,3,1,2,4,3,0,1,4,3,2,3,3,0,0,5,1,NA,NA,4,4,4,4,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",10509,44,1,1,"12/2/13 12:13",8,29,1,0,"12/2/13 12:16","Working on homework with friends",4,3,5,4,4,3,NA,NA,NA,NA,NA,NA,5,2,1,2,3,4,4,1,1,4,3,4,3,0,1,0,0,0,0,0,0,0,0,4,1,3,4,4,0,1,4,5,3,3,4,0,0,3,1,NA,NA,4,4,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",10523,26,1,1,"12/2/13 12:12",12,45,1,0,"12/2/13 12:14","Math class",4,1,2,4,5,3,NA,NA,NA,NA,NA,NA,5,1,4,1,3,4,3,1,1,2,3,5,2,0,0,0,0,0,0,0,0,0,1,3,NA,1,5,3,0,1,5,3,2,3,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",10528,44,1,1,"12/2/13 12:09",12,45,1,0,"12/2/13 12:12","class",3,2,3,4,4,3,NA,NA,NA,NA,NA,NA,4,1,3,2,3,3,3,1,2,3,3,4,3,0,0,0,0,0,0,0,0,0,1,3,2,3,5,3,0,1,5,3,3,3,2,0,0,5,1,NA,NA,3,4,3,4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",10485,37,1,1,"12/2/13 12:07",13,49,1,0,"12/2/13 12:09","In class, walking home",4,2,4,3,3,3,NA,NA,NA,NA,NA,NA,3,NA,2,3,2,5,5,2,1,4,3,2,2,0,1,0,0,0,0,0,0,0,0,NA,2,2,4,2,0,1,4,4,4,3,3,0,0,4,1,NA,NA,3,3,4,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",10508,8,1,1,"12/2/13 12:06",11,41,1,0,"12/2/13 12:14","Working in my studio",3,3,3,5,4,3,NA,NA,NA,NA,NA,NA,2,1,3,2,3,2,5,2,1,3,4,3,3,0,1,0,0,0,0,0,0,0,0,5,2,1,5,4,0,1,5,5,2,2,5,0,0,5,1,NA,NA,5,5,3,5,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
