"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","authentic","SE","Happy","Lonely","day","real_order","SID2"
"10212",NA,1.27450980392157,-0.882352941176471,-1.72549019607843,-0.0392156862745099,-0.215686274509804,NA,0.941176470588236,2.25490196078431,0.274509803921569,-0.764705882352941,-1.66666666666667,-0.411764705882353,26,5,160
"10212",NA,0.274509803921569,0.117647058823529,-0.725490196078431,-0.0392156862745099,-0.215686274509804,NA,-1.05882352941176,0.254901960784314,-0.725490196078431,-1.76470588235294,-1.66666666666667,0.588235294117647,30,5,160
"10212",-0.137931034482759,-1.72549019607843,0.117647058823529,-0.725490196078431,-0.0392156862745099,1.7843137254902,0.620689655172414,-2.05882352941176,0.254901960784314,1.27450980392157,0.235294117647059,0.333333333333333,-0.411764705882353,42,5,160
"10212",NA,-0.725490196078431,-0.882352941176471,1.27450980392157,-0.0392156862745099,-0.215686274509804,NA,-1.05882352941176,1.25490196078431,0.274509803921569,0.235294117647059,0.333333333333333,-0.411764705882353,14,5,160
"10212",-0.137931034482759,1.27450980392157,0.117647058823529,0.274509803921569,-0.0392156862745099,-0.215686274509804,-0.379310344827586,-0.0588235294117645,0.254901960784314,0.274509803921569,0.235294117647059,-0.666666666666667,0.588235294117647,26,4,160
"10212",NA,1.27450980392157,2.11764705882353,1.27450980392157,-0.0392156862745099,-1.2156862745098,NA,-2.05882352941176,-0.745098039215686,-0.725490196078431,-0.764705882352941,0.333333333333333,-0.411764705882353,54,4,160
"10212",-0.137931034482759,1.27450980392157,-0.882352941176471,-1.72549019607843,-0.0392156862745099,-1.2156862745098,-1.37931034482759,-0.0588235294117645,1.25490196078431,0.274509803921569,-1.76470588235294,0.333333333333333,-0.411764705882353,54,4,160
"10212",NA,0.274509803921569,0.117647058823529,0.274509803921569,-0.0392156862745099,-1.2156862745098,NA,0.941176470588236,0.254901960784314,-0.725490196078431,0.235294117647059,0.333333333333333,0.588235294117647,10,4,160
"10212",-0.137931034482759,0.274509803921569,1.11764705882353,0.274509803921569,-0.0392156862745099,-0.215686274509804,-0.379310344827586,-0.0588235294117645,-0.745098039215686,0.274509803921569,0.235294117647059,0.333333333333333,0.588235294117647,14,4,160
"10212",2.86206896551724,-1.72549019607843,-0.882352941176471,-1.72549019607843,-0.0392156862745099,1.7843137254902,-1.37931034482759,-1.05882352941176,0.254901960784314,-1.72549019607843,-0.764705882352941,-0.666666666666667,0.588235294117647,54,4,160
"10212",-0.137931034482759,0.274509803921569,-0.882352941176471,0.274509803921569,-0.0392156862745099,0.784313725490196,0.620689655172414,0.941176470588236,0.254901960784314,1.27450980392157,0.235294117647059,1.33333333333333,-0.411764705882353,10,4,160
"10212",-0.137931034482759,0.274509803921569,1.11764705882353,1.27450980392157,-0.0392156862745099,0.784313725490196,0.620689655172414,0.941176470588236,-0.745098039215686,-0.725490196078431,0.235294117647059,0.333333333333333,-0.411764705882353,54,4,160
"10212",-0.137931034482759,-1.72549019607843,0.117647058823529,0.274509803921569,-0.0392156862745099,2.7843137254902,0.620689655172414,-0.0588235294117645,0.254901960784314,1.27450980392157,0.235294117647059,0.333333333333333,-0.411764705882353,38,4,160
"10212",-0.137931034482759,-1.72549019607843,0.117647058823529,-1.72549019607843,0.96078431372549,-1.2156862745098,0.620689655172414,-0.0588235294117645,1.25490196078431,-0.725490196078431,-1.76470588235294,-1.66666666666667,-0.411764705882353,54,4,160
"10212",NA,1.27450980392157,-0.882352941176471,1.27450980392157,-0.0392156862745099,-1.2156862745098,NA,0.941176470588236,-0.745098039215686,0.274509803921569,0.235294117647059,1.33333333333333,-0.411764705882353,38,4,160
"10212",-0.137931034482759,-1.72549019607843,0.117647058823529,0.274509803921569,-0.0392156862745099,0.784313725490196,0.620689655172414,-0.0588235294117645,-0.745098039215686,-0.725490196078431,-0.764705882352941,0.333333333333333,0.588235294117647,22,4,160
"10212",NA,1.27450980392157,0.117647058823529,-1.72549019607843,-0.0392156862745099,-1.2156862745098,NA,-1.05882352941176,0.254901960784314,-0.725490196078431,-0.764705882352941,-1.66666666666667,-0.411764705882353,54,4,160
"10212",-0.137931034482759,0.274509803921569,1.11764705882353,1.27450980392157,-0.0392156862745099,-1.2156862745098,-0.379310344827586,-0.0588235294117645,-0.745098039215686,0.274509803921569,0.235294117647059,0.333333333333333,0.588235294117647,14,4,160
"10212",-0.137931034482759,-2.72549019607843,0.117647058823529,1.27450980392157,-0.0392156862745099,1.7843137254902,-0.379310344827586,-0.0588235294117645,-0.745098039215686,1.27450980392157,1.23529411764706,0.333333333333333,-0.411764705882353,26,4,160
"10212",NA,1.27450980392157,0.117647058823529,0.274509803921569,-0.0392156862745099,-1.2156862745098,NA,0.941176470588236,-0.745098039215686,0.274509803921569,1.23529411764706,0.333333333333333,-0.411764705882353,18,3,160
"10212",-0.137931034482759,0.274509803921569,-0.882352941176471,-1.72549019607843,0.96078431372549,-0.215686274509804,0.620689655172414,0.941176470588236,1.25490196078431,0.274509803921569,0.235294117647059,-0.666666666666667,1.58823529411765,50,3,160
"10212",-0.137931034482759,-2.72549019607843,-0.882352941176471,-0.725490196078431,-0.0392156862745099,2.7843137254902,0.620689655172414,-0.0588235294117645,0.254901960784314,1.27450980392157,1.23529411764706,1.33333333333333,-0.411764705882353,10,3,160
"10212",NA,0.274509803921569,-0.882352941176471,1.27450980392157,-0.0392156862745099,-1.2156862745098,NA,-0.0588235294117645,-0.745098039215686,-2.72549019607843,0.235294117647059,0.333333333333333,-0.411764705882353,22,3,160
"10212",NA,0.274509803921569,-0.882352941176471,-0.725490196078431,-0.0392156862745099,-0.215686274509804,NA,-0.0588235294117645,-0.745098039215686,0.274509803921569,0.235294117647059,0.333333333333333,0.588235294117647,50,3,160
"10212",NA,1.27450980392157,0.117647058823529,-0.725490196078431,-0.0392156862745099,-1.2156862745098,NA,0.941176470588236,0.254901960784314,0.274509803921569,-0.764705882352941,-0.666666666666667,-0.411764705882353,50,3,160
"10212",NA,1.27450980392157,-0.882352941176471,1.27450980392157,-0.0392156862745099,-0.215686274509804,NA,0.941176470588236,-0.745098039215686,0.274509803921569,0.235294117647059,1.33333333333333,-0.411764705882353,38,3,160
"10212",-0.137931034482759,-1.72549019607843,-0.882352941176471,-1.72549019607843,-0.0392156862745099,1.7843137254902,0.620689655172414,-0.0588235294117645,1.25490196078431,-1.72549019607843,0.235294117647059,-0.666666666666667,-0.411764705882353,10,3,160
"10212",NA,1.27450980392157,1.11764705882353,-1.72549019607843,-0.0392156862745099,-1.2156862745098,NA,-2.05882352941176,0.254901960784314,-0.725490196078431,-1.76470588235294,-2.66666666666667,-0.411764705882353,34,3,160
"10212",NA,0.274509803921569,0.117647058823529,0.274509803921569,-0.0392156862745099,-1.2156862745098,NA,-1.05882352941176,-0.745098039215686,0.274509803921569,0.235294117647059,0.333333333333333,-0.411764705882353,10,3,160
"10212",0.862068965517241,-0.725490196078431,0.117647058823529,-0.725490196078431,-0.0392156862745099,0.784313725490196,-2.37931034482759,-1.05882352941176,-0.745098039215686,0.274509803921569,-0.764705882352941,0.333333333333333,0.588235294117647,6,3,160
"10212",-0.137931034482759,-0.725490196078431,-0.882352941176471,0.274509803921569,-0.0392156862745099,0.784313725490196,0.620689655172414,0.941176470588236,1.25490196078431,-0.725490196078431,1.23529411764706,0.333333333333333,-0.411764705882353,6,3,160
"10212",NA,1.27450980392157,-0.882352941176471,1.27450980392157,-0.0392156862745099,-1.2156862745098,NA,0.941176470588236,-0.745098039215686,0.274509803921569,1.23529411764706,1.33333333333333,-0.411764705882353,34,3,160
"10212",-0.137931034482759,0.274509803921569,2.11764705882353,1.27450980392157,-0.0392156862745099,1.7843137254902,0.620689655172414,0.941176470588236,-0.745098039215686,-1.72549019607843,1.23529411764706,0.333333333333333,0.588235294117647,50,3,160
"10212",-0.137931034482759,1.27450980392157,0.117647058823529,1.27450980392157,-0.0392156862745099,-1.2156862745098,-0.379310344827586,0.941176470588236,-0.745098039215686,0.274509803921569,1.23529411764706,0.333333333333333,0.588235294117647,34,3,160
"10213",NA,-1.33333333333333,-0.088888888888889,1,-0.177777777777778,-1.66666666666667,NA,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,50,3,161
"10213",NA,-0.333333333333333,-0.088888888888889,-3,1.82222222222222,-1.66666666666667,NA,-0.222222222222222,3.28888888888889,-1.57777777777778,-2.48888888888889,-2.51111111111111,0.866666666666667,22,3,161
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,-1,-0.177777777777778,1.33333333333333,-0.266666666666667,0.777777777777778,0.288888888888889,-0.577777777777778,0.511111111111111,-0.511111111111111,-0.133333333333333,34,3,161
"10213",0.838709677419355,-0.333333333333333,-1.08888888888889,-1,-0.177777777777778,2.33333333333333,0.733333333333333,0.777777777777778,1.28888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,18,3,161
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,2.33333333333333,0.733333333333333,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,46,2,161
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,2.33333333333333,0.733333333333333,0.777777777777778,0.288888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,18,2,161
"10213",-0.161290322580645,-1.33333333333333,-0.088888888888889,-1,-0.177777777777778,1.33333333333333,NA,-0.222222222222222,0.288888888888889,0.422222222222222,0.511111111111111,-0.511111111111111,-0.133333333333333,30,2,161
"10213",NA,1.66666666666667,-1.08888888888889,0,-0.177777777777778,-1.66666666666667,NA,-1.22222222222222,-0.711111111111111,0.422222222222222,-0.488888888888889,-0.511111111111111,-0.133333333333333,2,2,161
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,0.333333333333333,0.733333333333333,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,6,2,161
"10213",NA,1.66666666666667,-1.08888888888889,0,-0.177777777777778,-1.66666666666667,NA,0.777777777777778,1.28888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,6,2,161
"10213",NA,-2.33333333333333,0.911111111111111,1,-0.177777777777778,-1.66666666666667,NA,-0.222222222222222,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,14,2,161
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,1.33333333333333,-0.266666666666667,0.777777777777778,-0.711111111111111,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,6,2,161
"10213",NA,-0.333333333333333,0.911111111111111,-1,0.822222222222222,-0.666666666666667,NA,-0.222222222222222,1.28888888888889,-1.57777777777778,-0.488888888888889,-0.511111111111111,0.866666666666667,6,2,161
"10213",-0.161290322580645,-0.333333333333333,-0.088888888888889,-1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,0.288888888888889,-0.577777777777778,0.511111111111111,-0.511111111111111,-0.133333333333333,46,2,161
"10213",0.838709677419355,-0.333333333333333,0.911111111111111,-1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,0.288888888888889,-0.577777777777778,0.511111111111111,0.488888888888889,-0.133333333333333,30,2,161
"10213",NA,1.66666666666667,0.911111111111111,1,-0.177777777777778,-1.66666666666667,NA,-1.22222222222222,0.288888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,42,2,161
"10213",NA,1.66666666666667,-1.08888888888889,1,-0.177777777777778,-1.66666666666667,NA,0.777777777777778,0.288888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,18,2,161
"10213",NA,-0.333333333333333,0.911111111111111,-1,-0.177777777777778,0.333333333333333,NA,0.777777777777778,1.28888888888889,-1.57777777777778,0.511111111111111,-0.511111111111111,-0.133333333333333,14,2,161
"10213",NA,1.66666666666667,-1.08888888888889,-1,-0.177777777777778,2.33333333333333,NA,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,30,2,161
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,0,-0.177777777777778,2.33333333333333,0.733333333333333,0.777777777777778,-0.711111111111111,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,46,2,161
"10213",-0.161290322580645,-1.33333333333333,-0.088888888888889,-1,-0.177777777777778,0.333333333333333,-0.266666666666667,0.777777777777778,0.288888888888889,-0.577777777777778,-0.488888888888889,-0.511111111111111,-0.133333333333333,38,1,161
"10213",-0.161290322580645,1.66666666666667,-1.08888888888889,1,-0.177777777777778,-1.66666666666667,0.733333333333333,0.777777777777778,1.28888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,14,1,161
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,0,-0.177777777777778,0.333333333333333,-0.266666666666667,0.777777777777778,-0.711111111111111,-0.577777777777778,0.511111111111111,0.488888888888889,-0.133333333333333,26,1,161
"10213",-0.161290322580645,-0.333333333333333,-0.088888888888889,-1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,-0.711111111111111,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,26,1,161
"10213",NA,1.66666666666667,0.911111111111111,0,0.822222222222222,-1.66666666666667,NA,-1.22222222222222,-0.711111111111111,0.422222222222222,-0.488888888888889,-1.51111111111111,-0.133333333333333,42,1,161
"10213",-0.161290322580645,-0.333333333333333,-0.088888888888889,-1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,-0.711111111111111,-0.577777777777778,-0.488888888888889,-0.511111111111111,-0.133333333333333,38,1,161
"10213",0.838709677419355,-0.333333333333333,0.911111111111111,0,-0.177777777777778,-0.666666666666667,-0.266666666666667,-1.22222222222222,0.288888888888889,0.422222222222222,-0.488888888888889,-0.511111111111111,-0.133333333333333,26,1,161
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,1,-0.177777777777778,-1.66666666666667,0.733333333333333,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,10,1,161
"10213",NA,1.66666666666667,2.91111111111111,1,-0.177777777777778,-1.66666666666667,NA,-1.22222222222222,0.288888888888889,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,10,1,161
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,-1,-0.177777777777778,-1.66666666666667,0.733333333333333,0.777777777777778,0.288888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,42,1,161
"10213",NA,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,0.333333333333333,NA,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,42,1,161
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,1,-0.177777777777778,0.333333333333333,-0.266666666666667,-1.22222222222222,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,58,1,161
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,1,-0.177777777777778,0.333333333333333,0.733333333333333,-1.22222222222222,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,14,1,161
"10213",1.83870967741935,-0.333333333333333,0.911111111111111,-1,1.82222222222222,0.333333333333333,-1.26666666666667,-1.22222222222222,1.28888888888889,-1.57777777777778,-1.48888888888889,-1.51111111111111,1.86666666666667,42,1,161
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,1,-0.177777777777778,0.333333333333333,-0.266666666666667,-1.22222222222222,-0.711111111111111,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,10,1,161
"10213",-0.161290322580645,-0.333333333333333,-0.088888888888889,1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,-0.711111111111111,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,30,1,161
"10213",-0.161290322580645,-0.333333333333333,-0.088888888888889,-3,-0.177777777777778,1.33333333333333,-0.266666666666667,-0.222222222222222,3.28888888888889,0.422222222222222,-0.488888888888889,-1.51111111111111,-0.133333333333333,38,7,161
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,1,-0.177777777777778,0.333333333333333,0.733333333333333,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,10,7,161
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,6,7,161
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,0.333333333333333,-0.266666666666667,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,26,7,161
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,-1,1.82222222222222,0.333333333333333,-0.266666666666667,0.777777777777778,0.288888888888889,-1.57777777777778,-1.48888888888889,-1.51111111111111,1.86666666666667,38,7,161
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,1,-0.177777777777778,0.333333333333333,-0.266666666666667,-1.22222222222222,-0.711111111111111,-0.577777777777778,-0.488888888888889,0.488888888888889,-0.133333333333333,38,7,161
"10213",NA,1.66666666666667,0.911111111111111,0,-0.177777777777778,-1.66666666666667,NA,-1.22222222222222,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,54,7,161
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,0,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,-0.711111111111111,-0.577777777777778,-0.488888888888889,-0.511111111111111,-0.133333333333333,50,7,161
"10213",-0.161290322580645,1.66666666666667,0.911111111111111,0,-0.177777777777778,-0.666666666666667,-1.26666666666667,-0.222222222222222,-0.711111111111111,-0.577777777777778,-0.488888888888889,-0.511111111111111,-0.133333333333333,34,7,161
"10215",0.0666666666666667,-0.0666666666666669,1.2,0.25,-0.1875,0.733333333333333,-0.666666666666667,0.5,-0.9375,-1,-0.6875,-0.25,-0.125,10,7,163
"10215",0.0666666666666667,-0.0666666666666669,1.2,-1.75,1.8125,-0.266666666666667,0.333333333333333,-0.5,2.0625,0,-0.6875,0.75,-0.125,22,7,163
"10215",-0.933333333333333,-2.06666666666667,-0.8,0.25,-1.1875,0.733333333333333,1.33333333333333,1.5,-0.9375,0,1.3125,0.75,-1.125,22,7,163
"10215",0.0666666666666667,-0.0666666666666669,-1.8,0.25,-1.1875,NA,1.33333333333333,0.5,-1.9375,0,1.3125,0.75,-1.125,54,7,163
"10215",NA,1.93333333333333,NA,-0.75,0.8125,0.733333333333333,NA,-0.5,1.0625,-1,-1.6875,-1.25,0.875,6,7,163
"10215",0.0666666666666667,-1.06666666666667,1.2,1.25,-0.1875,1.73333333333333,0.333333333333333,1.5,0.0625,1,1.3125,1.75,-0.125,22,7,163
"10215",0.0666666666666667,1.93333333333333,1.2,1.25,1.8125,-0.266666666666667,0.333333333333333,-0.5,-0.9375,-2,-0.6875,-1.25,-0.125,50,7,163
"10215",-0.933333333333333,-2.06666666666667,-1.8,0.25,-1.1875,1.73333333333333,0.333333333333333,0.5,-0.9375,0,1.3125,0.75,-0.125,6,7,163
"10215",1.06666666666667,-0.0666666666666669,0.2,-0.75,-0.1875,-0.266666666666667,0.333333333333333,0.5,0.0625,0,0.3125,-0.25,-1.125,38,7,163
"10215",1.06666666666667,-2.06666666666667,-1.8,-1.75,-0.1875,0.733333333333333,0.333333333333333,-0.5,-0.9375,-2,0.3125,-2.25,-0.125,34,7,163
"10215",-0.933333333333333,1.93333333333333,-1.8,0.25,-0.1875,-1.26666666666667,0.333333333333333,0.5,-0.9375,1,-0.6875,0.75,0.875,22,7,163
"10215",2.06666666666667,-0.0666666666666669,-0.8,-1.75,0.8125,-0.266666666666667,-1.66666666666667,-1.5,2.0625,1,-0.6875,-1.25,-1.125,46,6,163
"10215",0.0666666666666667,0.933333333333333,2.2,1.25,-0.1875,-1.26666666666667,-0.666666666666667,0.5,-0.9375,0,-0.6875,-0.25,0.875,30,6,163
"10215",-0.933333333333333,-1.06666666666667,-0.8,1.25,-1.1875,1.73333333333333,1.33333333333333,0.5,0.0625,2,1.3125,1.75,0.875,34,6,163
"10215",-0.933333333333333,1.93333333333333,2.2,1.25,-0.1875,-2.26666666666667,-2.66666666666667,-0.5,2.0625,2,-0.6875,0.75,0.875,34,6,163
"10215",0.0666666666666667,NA,0.2,-0.75,0.8125,-2.26666666666667,-0.666666666666667,-2.5,1.0625,-1,-0.6875,-1.25,0.875,18,6,163
"10216",-0.222222222222222,1.45454545454545,-0.347826086956522,-0.782608695652174,0.956521739130435,-0.173913043478261,-0.555555555555555,0.173913043478261,0.521739130434783,0.391304347826087,-0.739130434782609,-0.956521739130435,0.608695652173913,50,6,164
"10216",NA,0.454545454545455,-0.347826086956522,-0.782608695652174,-0.0434782608695652,-0.173913043478261,NA,0.173913043478261,0.521739130434783,0.391304347826087,0.260869565217391,-0.956521739130435,0.608695652173913,18,6,164
"10216",-0.222222222222222,-1.54545454545455,-0.347826086956522,0.217391304347826,-0.0434782608695652,1.82608695652174,0.444444444444445,0.173913043478261,-0.478260869565217,0.391304347826087,0.260869565217391,0.0434782608695654,-0.391304347826087,46,6,164
"10216",NA,1.45454545454545,0.652173913043478,0.217391304347826,-0.0434782608695652,-1.17391304347826,NA,-0.826086956521739,-0.478260869565217,-0.608695652173913,0.260869565217391,0.0434782608695654,-0.391304347826087,30,6,164
"10216",NA,-0.545454545454545,-0.347826086956522,1.21739130434783,-0.0434782608695652,-0.173913043478261,NA,-1.82608695652174,-0.478260869565217,-0.608695652173913,-0.739130434782609,0.0434782608695654,-0.391304347826087,18,6,164
"10216",-0.222222222222222,-1.54545454545455,-1.34782608695652,1.21739130434783,-0.0434782608695652,1.82608695652174,-0.555555555555555,0.173913043478261,-0.478260869565217,-0.608695652173913,1.26086956521739,0.0434782608695654,-0.391304347826087,34,6,164
"10216",0.777777777777778,-1.54545454545455,0.652173913043478,0.217391304347826,-0.0434782608695652,2.82608695652174,-0.555555555555555,-0.826086956521739,-0.478260869565217,1.39130434782609,0.260869565217391,0.0434782608695654,-0.391304347826087,6,6,164
"10216",NA,0.454545454545455,-0.347826086956522,-0.782608695652174,-0.0434782608695652,-1.17391304347826,NA,-0.826086956521739,0.521739130434783,-0.608695652173913,0.260869565217391,-0.956521739130435,-0.391304347826087,18,6,164
"10216",NA,0.454545454545455,0.652173913043478,0.217391304347826,-0.0434782608695652,-1.17391304347826,NA,0.173913043478261,-0.478260869565217,0.391304347826087,0.260869565217391,0.0434782608695654,-0.391304347826087,50,6,164
"10216",NA,-0.545454545454545,0.652173913043478,-2.78260869565217,-0.0434782608695652,-1.17391304347826,NA,-0.826086956521739,-0.478260869565217,-0.608695652173913,-0.739130434782609,0.0434782608695654,-0.391304347826087,34,6,164
"10216",NA,0.454545454545455,2.65217391304348,1.21739130434783,-0.0434782608695652,-1.17391304347826,NA,-0.826086956521739,-0.478260869565217,-0.608695652173913,-0.739130434782609,1.04347826086957,1.60869565217391,34,6,164
"10216",-0.222222222222222,-1.54545454545455,-0.347826086956522,-1.78260869565217,-0.0434782608695652,1.82608695652174,0.444444444444445,1.17391304347826,-0.478260869565217,1.39130434782609,-0.739130434782609,0.0434782608695654,-0.391304347826087,22,6,164
"10216",NA,1.45454545454545,-0.347826086956522,-0.782608695652174,-0.0434782608695652,-1.17391304347826,NA,1.17391304347826,0.521739130434783,-0.608695652173913,0.260869565217391,-0.956521739130435,0.608695652173913,6,6,164
"10216",NA,1.45454545454545,-1.34782608695652,0.217391304347826,-0.0434782608695652,-1.17391304347826,NA,0.173913043478261,-0.478260869565217,-0.608695652173913,0.260869565217391,0.0434782608695654,-0.391304347826087,46,6,164
"10216",-0.222222222222222,-2.54545454545455,0.652173913043478,0.217391304347826,-0.0434782608695652,1.82608695652174,0.444444444444445,0.173913043478261,1.52173913043478,-0.608695652173913,0.260869565217391,0.0434782608695654,-0.391304347826087,46,5,164
"10216",0.777777777777778,-2.54545454545455,-1.34782608695652,0.217391304347826,-0.0434782608695652,2.82608695652174,0.444444444444445,1.17391304347826,0.521739130434783,-0.608695652173913,1.26086956521739,1.04347826086957,-0.391304347826087,30,5,164
"10216",NA,1.45454545454545,1.65217391304348,1.21739130434783,-0.0434782608695652,-1.17391304347826,NA,1.17391304347826,-0.478260869565217,1.39130434782609,1.26086956521739,1.04347826086957,-0.391304347826087,42,5,164
"10216",NA,0.454545454545455,-0.347826086956522,0.217391304347826,-0.0434782608695652,-1.17391304347826,NA,0.173913043478261,1.52173913043478,-0.608695652173913,0.260869565217391,0.0434782608695654,0.608695652173913,26,5,164
"10216",-0.222222222222222,-0.545454545454545,-0.347826086956522,-0.782608695652174,-0.0434782608695652,0.826086956521739,0.444444444444445,0.173913043478261,0.521739130434783,0.391304347826087,0.260869565217391,0.0434782608695654,0.608695652173913,14,5,164
"10216",NA,1.45454545454545,-0.347826086956522,-0.782608695652174,-0.0434782608695652,-1.17391304347826,NA,0.173913043478261,-0.478260869565217,-0.608695652173913,-0.739130434782609,0.0434782608695654,-0.391304347826087,30,5,164
"10216",NA,1.45454545454545,-1.34782608695652,1.21739130434783,-0.0434782608695652,-1.17391304347826,NA,-0.826086956521739,0.521739130434783,-0.608695652173913,-0.739130434782609,0.0434782608695654,-0.391304347826087,30,5,164
"10216",NA,0.454545454545455,-0.347826086956522,0.217391304347826,-0.0434782608695652,-0.173913043478261,NA,0.173913043478261,-0.478260869565217,0.391304347826087,0.260869565217391,-0.956521739130435,1.60869565217391,14,5,164
"10216",-0.222222222222222,NA,1.65217391304348,1.21739130434783,-0.0434782608695652,-0.173913043478261,-0.555555555555555,0.173913043478261,-0.478260869565217,1.39130434782609,-1.73913043478261,1.04347826086957,-0.391304347826087,14,5,164
"10217",NA,-0.288135593220339,-0.76271186440678,-0.576271186440678,-0.46551724137931,-0.711864406779661,NA,0.169491525423729,1.38983050847458,0.288135593220339,0.610169491525424,0.11864406779661,-1.47457627118644,30,5,165
"10217",NA,-0.288135593220339,-0.76271186440678,-0.576271186440678,-0.46551724137931,-0.711864406779661,NA,0.169491525423729,-0.610169491525424,0.288135593220339,0.610169491525424,0.11864406779661,0.525423728813559,26,5,165
"10217",-0.0344827586206897,-0.288135593220339,0.23728813559322,0.423728813559322,-0.46551724137931,-0.711864406779661,-0.241379310344827,0.169491525423729,-0.610169491525424,0.288135593220339,0.610169491525424,0.11864406779661,-0.474576271186441,18,5,165
"10217",-0.0344827586206897,-0.288135593220339,-0.76271186440678,-0.576271186440678,-0.46551724137931,1.28813559322034,-0.241379310344827,0.169491525423729,1.38983050847458,0.288135593220339,0.610169491525424,0.11864406779661,0.525423728813559,30,5,165
"10217",NA,0.711864406779661,1.23728813559322,0.423728813559322,-0.46551724137931,-0.711864406779661,NA,0.169491525423729,-0.610169491525424,0.288135593220339,0.610169491525424,0.11864406779661,-0.474576271186441,26,5,165
"10217",-0.0344827586206897,-1.28813559322034,2.23728813559322,0.423728813559322,-0.46551724137931,0.288135593220339,-0.241379310344827,0.169491525423729,-0.610169491525424,0.288135593220339,-0.389830508474576,0.11864406779661,-0.474576271186441,30,5,165
"10217",NA,0.711864406779661,0.23728813559322,-0.576271186440678,-0.46551724137931,-0.711864406779661,NA,-0.830508474576271,0.389830508474576,0.288135593220339,-0.389830508474576,0.11864406779661,-0.474576271186441,42,5,165
