"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","authentic","SE","Happy","Lonely","day","real_order","pos_emotion","neg_emotion"
"8",NA,-0.153846153846154,-1.53846153846154,0.519230769230769,-0.653846153846154,-0.442307692307692,NA,1,0.0192307692307692,0.192307692307692,1.13461538461538,-0.0192307692307692,-0.480769230769231,27.5961538461538,1.61538461538461,NA,NA
"8",0,-1.15384615384615,-0.538461538461538,-0.480769230769231,-0.653846153846154,-0.442307692307692,1.1,1,-0.980769230769231,-1.80769230769231,0.134615384615385,-0.0192307692307692,-0.480769230769231,23.5961538461538,0.615384615384615,NA,NA
"8",0,-1.15384615384615,-1.53846153846154,-0.480769230769231,-0.653846153846154,0.557692307692308,0.1,1,-0.980769230769231,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,15.5961538461538,-1.38461538461539,NA,NA
"8",NA,0.846153846153846,1.46153846153846,-0.480769230769231,-0.653846153846154,-1.44230769230769,NA,-1,-0.980769230769231,-0.807692307692308,0.134615384615385,-0.0192307692307692,-0.480769230769231,11.5961538461538,-2.38461538461539,NA,NA
"8",0,0.846153846153846,-0.538461538461538,-0.480769230769231,-0.653846153846154,0.557692307692308,0.1,1,0.0192307692307692,1.19230769230769,0.134615384615385,0.980769230769231,-0.480769230769231,7.59615384615385,-3.38461538461539,NA,NA
"8",NA,-1.15384615384615,-1.53846153846154,-1.48076923076923,-0.653846153846154,0.557692307692308,NA,1,-0.980769230769231,0.192307692307692,1.13461538461538,-0.0192307692307692,-0.480769230769231,3.59615384615385,2.61538461538461,NA,NA
"8",NA,0.846153846153846,-1.53846153846154,-0.480769230769231,0.346153846153846,-0.442307692307692,NA,1,1.01923076923077,-0.807692307692308,0.134615384615385,-0.0192307692307692,-0.480769230769231,-0.403846153846153,1.61538461538461,NA,NA
"8",NA,0.846153846153846,1.46153846153846,-1.48076923076923,0.346153846153846,-1.44230769230769,NA,-2,1.01923076923077,-0.807692307692308,0.134615384615385,-0.0192307692307692,0.519230769230769,-8.40384615384615,-0.384615384615385,NA,NA
"8",0,-2.15384615384615,-1.53846153846154,0.519230769230769,-0.653846153846154,1.55769230769231,1.1,1,-0.980769230769231,1.19230769230769,1.13461538461538,1.98076923076923,-0.480769230769231,-12.4038461538462,-1.38461538461539,NA,NA
"8",0,-0.153846153846154,-1.53846153846154,-0.480769230769231,1.34615384615385,0.557692307692308,0.1,0,0.0192307692307692,-0.807692307692308,0.134615384615385,-0.0192307692307692,-0.480769230769231,-20.4038461538462,-3.38461538461539,NA,NA
"8",0,-2.15384615384615,0.461538461538462,1.51923076923077,-0.653846153846154,1.55769230769231,1.1,1,-0.980769230769231,0.192307692307692,0.134615384615385,-0.0192307692307692,-0.480769230769231,-24.4038461538462,2.61538461538461,NA,NA
"8",0,-0.153846153846154,0.461538461538462,-0.480769230769231,1.34615384615385,0.557692307692308,-0.9,-1,1.01923076923077,-0.807692307692308,0.134615384615385,-1.01923076923077,-0.480769230769231,28.5961538461538,1.61538461538461,NA,NA
"8",NA,0.846153846153846,1.46153846153846,0.519230769230769,0.346153846153846,-1.44230769230769,NA,-1,1.01923076923077,-0.807692307692308,-1.86538461538462,-0.0192307692307692,0.519230769230769,24.5961538461538,0.615384615384615,NA,NA
"8",0,0.846153846153846,-1.53846153846154,-0.480769230769231,-0.653846153846154,-0.442307692307692,-0.9,1,-0.980769230769231,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,20.5961538461538,-0.384615384615385,NA,NA
"8",0,-2.15384615384615,0.461538461538462,-0.480769230769231,-0.653846153846154,0.557692307692308,0.1,1,1.01923076923077,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,16.5961538461538,-1.38461538461539,NA,NA
"8",NA,0.846153846153846,2.46153846153846,1.51923076923077,-0.653846153846154,-1.44230769230769,NA,-1,-0.980769230769231,0.192307692307692,0.134615384615385,-0.0192307692307692,-0.480769230769231,12.5961538461538,-2.38461538461539,NA,NA
"8",0,0.846153846153846,-1.53846153846154,0.519230769230769,-0.653846153846154,0.557692307692308,0.1,1,-0.980769230769231,-0.807692307692308,0.134615384615385,0.980769230769231,-0.480769230769231,8.59615384615385,-3.38461538461539,NA,NA
"8",NA,0.846153846153846,2.46153846153846,1.51923076923077,-0.653846153846154,-1.44230769230769,NA,-1,-0.980769230769231,0.192307692307692,0.134615384615385,0.980769230769231,-0.480769230769231,4.59615384615385,2.61538461538461,NA,NA
"8",0,-0.153846153846154,-1.53846153846154,-0.480769230769231,-0.653846153846154,1.55769230769231,0.1,1,0.0192307692307692,-0.807692307692308,0.134615384615385,-0.0192307692307692,-0.480769230769231,0.596153846153847,1.61538461538461,NA,NA
"8",0,-0.153846153846154,-1.53846153846154,-0.480769230769231,0.346153846153846,1.55769230769231,0.1,1,0.0192307692307692,0.192307692307692,0.134615384615385,-0.0192307692307692,0.519230769230769,-3.40384615384615,0.615384615384615,NA,NA
"8",0,0.846153846153846,-1.53846153846154,-0.480769230769231,-0.653846153846154,0.557692307692308,-0.9,1,1.01923076923077,-0.807692307692308,0.134615384615385,-0.0192307692307692,-0.480769230769231,-7.40384615384615,-0.384615384615385,NA,NA
"8",0,-1.15384615384615,-1.53846153846154,0.519230769230769,-0.653846153846154,2.55769230769231,1.1,1,-0.980769230769231,0.192307692307692,1.13461538461538,1.98076923076923,-0.480769230769231,-11.4038461538462,-1.38461538461539,NA,NA
"8",0,-0.153846153846154,-0.538461538461538,0.519230769230769,0.346153846153846,0.557692307692308,0.1,0,-0.980769230769231,-0.807692307692308,0.134615384615385,0.980769230769231,-0.480769230769231,-15.4038461538462,-2.38461538461539,NA,NA
"8",0,-1.15384615384615,-1.53846153846154,0.519230769230769,-0.653846153846154,0.557692307692308,-0.9,1,1.01923076923077,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,-19.4038461538462,-3.38461538461539,NA,NA
"8",NA,0.846153846153846,2.46153846153846,-0.480769230769231,1.34615384615385,-1.44230769230769,NA,-2,0.0192307692307692,1.19230769230769,-0.865384615384615,-1.01923076923077,1.51923076923077,-23.4038461538462,2.61538461538461,NA,NA
"8",0,-3.15384615384615,-1.53846153846154,-0.480769230769231,1.34615384615385,0.557692307692308,0.1,0,0.0192307692307692,1.19230769230769,-0.865384615384615,-0.0192307692307692,0.519230769230769,-27.4038461538462,1.61538461538461,NA,NA
"8",NA,-1.15384615384615,2.46153846153846,-0.480769230769231,1.34615384615385,-1.44230769230769,NA,-2,1.01923076923077,-0.807692307692308,-0.865384615384615,-1.01923076923077,1.51923076923077,29.5961538461538,1.61538461538461,NA,NA
"8",0,-1.15384615384615,-0.538461538461538,-0.480769230769231,-0.653846153846154,-0.442307692307692,0.1,1,1.01923076923077,-0.807692307692308,0.134615384615385,-0.0192307692307692,-0.480769230769231,25.5961538461538,0.615384615384615,NA,NA
"8",0,0.846153846153846,-1.53846153846154,-0.480769230769231,-0.653846153846154,-1.44230769230769,0.1,1,0.0192307692307692,-0.807692307692308,0.134615384615385,-1.01923076923077,-0.480769230769231,21.5961538461538,-0.384615384615385,NA,NA
"8",NA,0.846153846153846,0.461538461538462,-0.480769230769231,-0.653846153846154,0.557692307692308,NA,1,1.01923076923077,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,17.5961538461538,-1.38461538461539,NA,NA
"8",NA,0.846153846153846,2.46153846153846,1.51923076923077,0.346153846153846,0.557692307692308,NA,-1,-0.980769230769231,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,5.59615384615385,2.61538461538461,NA,NA
"8",0,0.846153846153846,-1.53846153846154,-0.480769230769231,-0.653846153846154,-1.44230769230769,0.1,1,0.0192307692307692,-0.807692307692308,0.134615384615385,-0.0192307692307692,-0.480769230769231,1.59615384615385,1.61538461538461,NA,NA
"8",0,0.846153846153846,-1.53846153846154,-0.480769230769231,-0.653846153846154,0.557692307692308,0.1,1,1.01923076923077,0.192307692307692,0.134615384615385,-0.0192307692307692,-0.480769230769231,-2.40384615384615,0.615384615384615,NA,NA
"8",0,0.846153846153846,-1.53846153846154,0.519230769230769,-0.653846153846154,0.557692307692308,0.1,1,-0.980769230769231,0.192307692307692,0.134615384615385,-0.0192307692307692,-0.480769230769231,-6.40384615384615,-0.384615384615385,NA,NA
"8",NA,0.846153846153846,1.46153846153846,0.519230769230769,0.346153846153846,-1.44230769230769,NA,-2,0.0192307692307692,0.192307692307692,-0.865384615384615,-0.0192307692307692,-0.480769230769231,-10.4038461538462,-1.38461538461539,NA,NA
"8",NA,0.846153846153846,1.46153846153846,0.519230769230769,1.34615384615385,-0.442307692307692,NA,-2,1.01923076923077,0.192307692307692,-0.865384615384615,-0.0192307692307692,1.51923076923077,-14.4038461538462,-2.38461538461539,NA,NA
"8",0,0.846153846153846,0.461538461538462,0.519230769230769,0.346153846153846,0.557692307692308,-0.9,1,1.01923076923077,-1.80769230769231,-0.865384615384615,-0.0192307692307692,-0.480769230769231,-18.4038461538462,-3.38461538461539,NA,NA
"8",NA,0.846153846153846,2.46153846153846,-0.480769230769231,1.34615384615385,-1.44230769230769,NA,-2,1.01923076923077,-0.807692307692308,-0.865384615384615,-1.01923076923077,1.51923076923077,-22.4038461538462,2.61538461538461,NA,NA
"8",0,-0.153846153846154,-1.53846153846154,-0.480769230769231,0.346153846153846,0.557692307692308,0.1,1,-0.980769230769231,0.192307692307692,0.134615384615385,-0.0192307692307692,1.51923076923077,-26.4038461538462,1.61538461538461,NA,NA
"8",NA,0.846153846153846,1.46153846153846,-0.480769230769231,2.34615384615385,-1.44230769230769,NA,-1,1.01923076923077,-0.807692307692308,-0.865384615384615,-1.01923076923077,3.51923076923077,30.5961538461538,1.61538461538461,NA,NA
"8",NA,0.846153846153846,0.461538461538462,-0.480769230769231,-0.653846153846154,0.557692307692308,NA,-1,0.0192307692307692,0.192307692307692,0.134615384615385,-0.0192307692307692,-0.480769230769231,26.5961538461538,0.615384615384615,NA,NA
"8",0,0.846153846153846,-1.53846153846154,-1.48076923076923,-0.653846153846154,-1.44230769230769,0.1,0,1.01923076923077,-0.807692307692308,-0.865384615384615,-1.01923076923077,-0.480769230769231,22.5961538461538,-0.384615384615385,NA,NA
"8",0,-0.153846153846154,2.46153846153846,1.51923076923077,-0.653846153846154,0.557692307692308,0.1,1,-0.980769230769231,0.192307692307692,0.134615384615385,-0.0192307692307692,-0.480769230769231,6.59615384615385,2.61538461538461,NA,NA
"8",NA,0.846153846153846,1.46153846153846,0.519230769230769,-0.653846153846154,0.557692307692308,NA,-1,-0.980769230769231,1.19230769230769,0.134615384615385,-0.0192307692307692,0.519230769230769,2.59615384615385,1.61538461538461,NA,NA
"8",0,-1.15384615384615,-1.53846153846154,-0.480769230769231,-0.653846153846154,1.55769230769231,0.1,1,0.0192307692307692,-0.807692307692308,0.134615384615385,-0.0192307692307692,-0.480769230769231,-1.40384615384615,0.615384615384615,NA,NA
"8",NA,0.846153846153846,-0.538461538461538,0.519230769230769,0.346153846153846,-1.44230769230769,NA,0,0.0192307692307692,0.192307692307692,1.13461538461538,-0.0192307692307692,-0.480769230769231,-5.40384615384615,-0.384615384615385,NA,NA
"8",NA,0.846153846153846,2.46153846153846,1.51923076923077,-0.653846153846154,0.557692307692308,NA,-1,-0.980769230769231,0.192307692307692,0.134615384615385,-0.0192307692307692,0.519230769230769,-9.40384615384615,-1.38461538461539,NA,NA
"8",0,-1.15384615384615,-0.538461538461538,0.519230769230769,-0.653846153846154,1.55769230769231,-0.9,0,-0.980769230769231,1.19230769230769,1.13461538461538,0.980769230769231,-0.480769230769231,-13.4038461538462,-2.38461538461539,NA,NA
"8",0,-3.15384615384615,0.461538461538462,-0.480769230769231,1.34615384615385,0.557692307692308,0.1,-2,1.01923076923077,-0.807692307692308,-0.865384615384615,-0.0192307692307692,-0.480769230769231,-17.4038461538462,-3.38461538461539,NA,NA
"8",NA,0.846153846153846,2.46153846153846,0.519230769230769,1.34615384615385,-1.44230769230769,NA,-2,1.01923076923077,-0.807692307692308,-0.865384615384615,-0.0192307692307692,0.519230769230769,-21.4038461538462,2.61538461538461,NA,NA
"8",NA,0.846153846153846,1.46153846153846,0.519230769230769,2.34615384615385,-0.442307692307692,NA,-1,0.0192307692307692,1.19230769230769,0.134615384615385,-1.01923076923077,3.51923076923077,-25.4038461538462,1.61538461538461,NA,NA
"8",0,-0.153846153846154,-1.53846153846154,-0.480769230769231,-0.653846153846154,0.557692307692308,-0.9,1,0.0192307692307692,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,-28.4038461538462,1.61538461538461,NA,NA
"11",-0.04,-0.107142857142857,-0.892857142857143,-0.214285714285714,-0.107142857142857,0.428571428571429,-0.68,1.25,-1.07142857142857,-0.464285714285714,-0.214285714285714,1,-0.428571428571429,32.4642857142857,1,NA,NA
"11",-0.04,-1.10714285714286,-0.892857142857143,0.785714285714286,-0.107142857142857,-0.571428571428571,0.32,1.25,-0.0714285714285714,1.53571428571429,0.785714285714286,1,-0.428571428571429,0.464285714285715,0,NA,NA
"11",-0.04,-0.107142857142857,0.107142857142857,-0.214285714285714,-0.107142857142857,-1.57142857142857,-0.68,0.25,-0.0714285714285714,-0.464285714285714,-0.214285714285714,0,0.571428571428571,-3.53571428571428,-1,NA,NA
"11",-0.04,0.892857142857143,-0.892857142857143,-0.214285714285714,-0.107142857142857,-0.571428571428571,-1.68,-1.75,0.928571428571429,0.535714285714286,-0.214285714285714,-1,0.571428571428571,-11.5357142857143,-3,NA,NA
"11",-0.04,-0.107142857142857,1.10714285714286,0.785714285714286,0.892857142857143,0.428571428571429,1.32,1.25,-0.0714285714285714,0.535714285714286,-0.214285714285714,0,0.571428571428571,-19.5357142857143,2,NA,NA
"11",-0.04,0.892857142857143,-0.892857142857143,-1.21428571428571,-0.107142857142857,-1.57142857142857,-1.68,0.25,-1.07142857142857,0.535714285714286,-0.214285714285714,-1,-0.428571428571429,21.4642857142857,-2,NA,NA
"11",-0.04,-0.107142857142857,0.107142857142857,0.785714285714286,-0.107142857142857,0.428571428571429,0.32,-1.75,-1.07142857142857,0.535714285714286,1.78571428571429,2,-0.428571428571429,13.4642857142857,3,NA,NA
"11",-0.04,0.892857142857143,1.10714285714286,-0.214285714285714,-0.107142857142857,-0.571428571428571,-1.68,0.25,1.92857142857143,-0.464285714285714,-1.21428571428571,0,-0.428571428571429,5.46428571428572,1,NA,NA
"11",-0.04,-0.107142857142857,-0.892857142857143,-0.214285714285714,-0.107142857142857,0.428571428571429,0.32,0.25,-1.07142857142857,-0.464285714285714,-0.214285714285714,-1,-0.428571428571429,1.46428571428572,0,NA,NA
"11",-0.04,-0.107142857142857,0.107142857142857,-0.214285714285714,-0.107142857142857,0.428571428571429,0.32,-1.75,-1.07142857142857,0.535714285714286,0.785714285714286,1,-0.428571428571429,-2.53571428571428,-1,NA,NA
"11",-0.04,0.892857142857143,-0.892857142857143,-2.21428571428571,-0.107142857142857,0.428571428571429,-0.68,1.25,1.92857142857143,-0.464285714285714,-0.214285714285714,-2,1.57142857142857,-10.5357142857143,-3,NA,NA
"11",-0.04,-1.10714285714286,0.107142857142857,-0.214285714285714,0.892857142857143,1.42857142857143,1.32,0.25,0.928571428571429,0.535714285714286,-0.214285714285714,0,0.571428571428571,-14.5357142857143,3,NA,NA
"11",-0.04,-1.10714285714286,0.107142857142857,0.785714285714286,-0.107142857142857,1.42857142857143,0.32,0.25,-1.07142857142857,1.53571428571429,-0.214285714285714,1,-0.428571428571429,-18.5357142857143,2,NA,NA
"11",-0.04,0.892857142857143,0.107142857142857,0.785714285714286,-0.107142857142857,-1.57142857142857,-0.68,1.25,0.928571428571429,1.53571428571429,-0.214285714285714,-1,-0.428571428571429,30.4642857142857,0,NA,NA
"11",-0.04,-0.107142857142857,-0.892857142857143,-0.214285714285714,-0.107142857142857,-1.57142857142857,-0.68,-1.75,-1.07142857142857,-2.46428571428571,-0.214285714285714,0,-0.428571428571429,22.4642857142857,-2,NA,NA
"11",-0.04,-1.10714285714286,0.107142857142857,-0.214285714285714,-0.107142857142857,0.428571428571429,1.32,0.25,-1.07142857142857,0.535714285714286,-0.214285714285714,0,-0.428571428571429,18.4642857142857,-3,NA,NA
"11",NA,1.89285714285714,2.10714285714286,1.78571428571429,-0.107142857142857,-1.57142857142857,NA,-1.75,-1.07142857142857,-2.46428571428571,-0.214285714285714,0,0.571428571428571,-5.53571428571428,-2,NA,NA
"11",-0.04,-1.10714285714286,-0.892857142857143,-0.214285714285714,-0.107142857142857,0.428571428571429,0.32,1.25,-0.0714285714285714,0.535714285714286,-0.214285714285714,0,-0.428571428571429,-9.53571428571428,-3,NA,NA
"11",NA,1.89285714285714,0.107142857142857,-0.214285714285714,-0.107142857142857,-1.57142857142857,NA,0.25,0.928571428571429,-0.464285714285714,-0.214285714285714,-1,1.57142857142857,-13.5357142857143,3,NA,NA
"11",0.96,-1.10714285714286,0.107142857142857,1.78571428571429,-0.107142857142857,1.42857142857143,0.32,-1.75,-0.0714285714285714,0.535714285714286,0.785714285714286,1,-0.428571428571429,-21.5357142857143,1,NA,NA
"11",NA,1.89285714285714,0.107142857142857,-0.214285714285714,0.892857142857143,-1.57142857142857,NA,-1.75,1.92857142857143,-2.46428571428571,-1.21428571428571,-1,-0.428571428571429,19.4642857142857,-3,NA,NA
"11",-0.04,0.892857142857143,-0.892857142857143,-1.21428571428571,-0.107142857142857,-0.571428571428571,0.32,0.25,0.928571428571429,0.535714285714286,-0.214285714285714,0,-0.428571428571429,15.4642857142857,3,NA,NA
"11",-0.04,-1.10714285714286,2.10714285714286,0.785714285714286,-0.107142857142857,0.428571428571429,-0.68,0.25,-1.07142857142857,-0.464285714285714,-0.214285714285714,1,-0.428571428571429,11.4642857142857,2,NA,NA
"11",-0.04,-0.107142857142857,0.107142857142857,-0.214285714285714,-0.107142857142857,1.42857142857143,1.32,1.25,0.928571428571429,-0.464285714285714,1.78571428571429,1,0.571428571428571,-0.535714285714285,-1,NA,NA
"11",-0.04,-0.107142857142857,1.10714285714286,-0.214285714285714,-0.107142857142857,-0.571428571428571,0.32,0.25,-0.0714285714285714,0.535714285714286,-0.214285714285714,0,0.571428571428571,-4.53571428571428,-2,NA,NA
"11",-0.04,-1.10714285714286,-0.892857142857143,-1.21428571428571,-0.107142857142857,1.42857142857143,0.32,-1.75,-1.07142857142857,-0.464285714285714,-0.214285714285714,0,-0.428571428571429,-12.5357142857143,3,NA,NA
"11",-0.04,-1.10714285714286,0.107142857142857,0.785714285714286,-0.107142857142857,2.42857142857143,0.32,0.25,-0.0714285714285714,-0.464285714285714,0.785714285714286,0,-0.428571428571429,-20.5357142857143,1,NA,NA
"11",-0.04,-0.107142857142857,0.107142857142857,-0.214285714285714,-0.107142857142857,0.428571428571429,0.32,2.25,0.928571428571429,1.53571428571429,-0.214285714285714,-1,0.571428571428571,-23.5357142857143,1,NA,NA
"12",0.15,-1.03846153846154,-0.769230769230769,1.76923076923077,-0.846153846153846,0.884615384615385,0.5,0.230769230769231,-1.34615384615385,0.884615384615385,2.19230769230769,1.84615384615385,-1,12.0769230769231,-1.42307692307692,NA,NA
"12",0.15,-1.03846153846154,0.230769230769231,0.769230769230769,1.15384615384615,-0.115384615384615,-0.5,0.230769230769231,-0.346153846153846,0.884615384615385,-0.807692307692308,-0.153846153846154,-1,8.07692307692308,-2.42307692307692,NA,NA
"12",0.15,-1.03846153846154,-0.769230769230769,0.769230769230769,-0.846153846153846,0.884615384615385,-0.5,0.230769230769231,-0.346153846153846,0.884615384615385,0.192307692307692,0.846153846153846,-1,4.07692307692308,3.57692307692308,NA,NA
"12",NA,1.96153846153846,1.23076923076923,-0.230769230769231,1.15384615384615,-1.11538461538462,NA,-0.769230769230769,0.653846153846154,-0.115384615384615,-0.807692307692308,-1.15384615384615,2,-7.92307692307692,0.576923076923077,NA,NA
"12",NA,1.96153846153846,-0.769230769230769,-0.230769230769231,0.153846153846154,-1.11538461538462,NA,-0.769230769230769,-0.346153846153846,-0.115384615384615,0.192307692307692,-0.153846153846154,0,-11.9230769230769,-0.423076923076923,NA,NA
"12",0.15,-1.03846153846154,-0.769230769230769,1.76923076923077,-1.84615384615385,-0.115384615384615,0.5,0.230769230769231,-0.346153846153846,0.884615384615385,2.19230769230769,1.84615384615385,-1,13.0769230769231,-1.42307692307692,NA,NA
"12",0.15,-0.0384615384615385,-0.769230769230769,-0.230769230769231,-0.846153846153846,-0.115384615384615,0.5,0.230769230769231,-0.346153846153846,-0.115384615384615,0.192307692307692,-0.153846153846154,0,9.07692307692308,-2.42307692307692,NA,NA
"12",0.15,-1.03846153846154,-0.769230769230769,0.769230769230769,0.153846153846154,0.884615384615385,0.5,0.230769230769231,0.653846153846154,0.884615384615385,0.192307692307692,0.846153846153846,-1,1.07692307692308,2.57692307692308,NA,NA
"12",0.15,-1.03846153846154,-0.769230769230769,-0.230769230769231,0.153846153846154,0.884615384615385,0.5,0.230769230769231,-0.346153846153846,-1.11538461538462,0.192307692307692,-0.153846153846154,0,-2.92307692307692,1.57692307692308,NA,NA
"12",NA,1.96153846153846,1.23076923076923,-1.23076923076923,1.15384615384615,-1.11538461538462,NA,-0.769230769230769,0.653846153846154,-0.115384615384615,-1.80769230769231,-1.15384615384615,2,-6.92307692307692,0.576923076923077,NA,NA
"12",-0.85,0.961538461538462,-0.769230769230769,-0.230769230769231,-0.846153846153846,-0.115384615384615,0.5,1.23076923076923,-0.346153846153846,-0.115384615384615,0.192307692307692,0.846153846153846,0,-10.9230769230769,-0.423076923076923,NA,NA
"12",0.15,-1.03846153846154,-0.769230769230769,-0.230769230769231,-0.846153846153846,0.884615384615385,-0.5,0.230769230769231,0.653846153846154,0.884615384615385,0.192307692307692,0.846153846153846,-1,14.0769230769231,-1.42307692307692,NA,NA
"12",NA,1.96153846153846,-0.769230769230769,-0.230769230769231,-0.846153846153846,-1.11538461538462,NA,0.230769230769231,0.653846153846154,0.884615384615385,0.192307692307692,0.846153846153846,0,10.0769230769231,-2.42307692307692,NA,NA
"12",0.15,-1.03846153846154,-0.769230769230769,-0.230769230769231,-0.846153846153846,0.884615384615385,-0.5,0.230769230769231,-0.346153846153846,-0.115384615384615,0.192307692307692,-0.153846153846154,-1,6.07692307692308,3.57692307692308,NA,NA
"12",-0.85,0.961538461538462,-0.769230769230769,-1.23076923076923,1.15384615384615,0.884615384615385,0.5,0.230769230769231,0.653846153846154,-0.115384615384615,-0.807692307692308,-1.15384615384615,0,-5.92307692307692,0.576923076923077,NA,NA
"12",0.15,-1.03846153846154,1.23076923076923,0.769230769230769,0.153846153846154,0.884615384615385,-0.5,0.230769230769231,-0.346153846153846,-1.11538461538462,0.192307692307692,-0.153846153846154,0,-9.92307692307692,-0.423076923076923,NA,NA
"12",-0.85,0.961538461538462,0.230769230769231,-1.23076923076923,1.15384615384615,-1.11538461538462,1.5,-0.769230769230769,-0.346153846153846,-1.11538461538462,-0.807692307692308,-1.15384615384615,0,-13.9230769230769,-1.42307692307692,NA,NA
"12",0.15,-1.03846153846154,1.23076923076923,-0.230769230769231,-0.846153846153846,-0.115384615384615,-1.5,0.230769230769231,-0.346153846153846,-0.115384615384615,0.192307692307692,-0.153846153846154,0,15.0769230769231,-1.42307692307692,NA,NA
"12",1.15,-0.0384615384615385,0.230769230769231,0.769230769230769,-0.846153846153846,-0.115384615384615,-0.5,0.230769230769231,-0.346153846153846,-0.115384615384615,1.19230769230769,0.846153846153846,-1,11.0769230769231,-2.42307692307692,NA,NA
"12",NA,-0.0384615384615385,1.23076923076923,-2.23076923076923,2.15384615384615,-2.11538461538462,NA,-1.76923076923077,2.65384615384615,0.884615384615385,-1.80769230769231,-2.15384615384615,2,7.07692307692308,3.57692307692308,NA,NA
"12",0.15,-2.03846153846154,-0.769230769230769,1.76923076923077,-1.84615384615385,1.88461538461538,0.5,0.230769230769231,-0.346153846153846,0.884615384615385,2.19230769230769,1.84615384615385,-1,3.07692307692308,2.57692307692308,NA,NA
"12",0.15,-1.03846153846154,0.230769230769231,0.769230769230769,-0.846153846153846,1.88461538461538,-0.5,0.230769230769231,-0.346153846153846,-0.115384615384615,0.192307692307692,0.846153846153846,0,-0.923076923076923,1.57692307692308,NA,NA
"12",0.15,0.961538461538462,1.23076923076923,-0.230769230769231,2.15384615384615,-1.11538461538462,-0.5,-0.769230769230769,0.653846153846154,-2.11538461538462,-1.80769230769231,-1.15384615384615,1,-4.92307692307692,0.576923076923077,NA,NA
